RECTYPE,LEA,ESTAB,URN,ICLOSE,SCHNAME,NFTYPE,COHORT,OVERALL_DEST,APPREN,EMPLOYMENT,EDUCATION,FE,SCH_6TH,SIXTH_COL,OTHER_EDU,NOT_SUSTAINED,UNKNOWN,OVERALL_DESTPER,APPRENPER,EMPLOYMENTPER,EDUCATIONPER,FEPER,SCH_6THPER,SIXTH_COLPER,OTHER_EDUPER,NOT_SUSTAINEDPER,UNKNOWNPER,COHORT_DIS,OVERALL_DEST_DIS,APPREN_DIS,EMPLOYMENT_DIS,EDUCATION_DIS,FE_DIS,SCH_6TH_DIS,SIXTH_COL_DIS,OTHER_EDU_DIS,NOT_SUSTAINED_DIS,UNKNOWN_DIS,OVERALL_DESTPER_DIS,APPRENPER_DIS,EMPLOYMENTPER_DIS,EDUCATIONPER_DIS,FEPER_DIS,SCH_6THPER_DIS,SIXTH_COLPER_DIS,OTHER_EDUPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,COHORT_NONDIS,OVERALL_DEST_NONDIS,APPREN_NONDIS,EMPLOYMENT_NONDIS,EDUCATION_NONDIS,FE_NONDIS,SCH_6TH_NONDIS,SIXTH_COL_NONDIS,OTHER_EDU_NONDIS,NOT_SUSTAINED_NONDIS,UNKNOWN_NONDIS,OVERALL_DESTPER_NONDIS,APPRENPER_NONDIS,EMPLOYMENTPER_NONDIS,EDUCATIONPER_NONDIS,FEPER_NONDIS,SCH_6THPER_NONDIS,SIXTH_COLPER_NONDIS,OTHER_EDUPER_NONDIS,NOT_SUSTAINEDPER_NONDIS,UNKNOWNPER_NONDIS,COHORT_22,OVERALL_DESTPER_22,COHORT_DIS_22,OVERALL_DESTPER_DIS_22,COHORT_NONDIS_22,OVERALL_DESTPER_NONDIS_22,COHORT_21,OVERALL_DESTPER_21,COHORT_DIS_21,OVERALL_DESTPER_DIS_21,COHORT_NONDIS_21,OVERALL_DESTPER_NONDIS_21
1,919,5405,117577,0,The Bishop's Stortford High School,FD,168,163,4,1,158,21,132,5,0,4,1,97%,2%,1%,94%,13%,79%,3%,0%,2%,1%,12,10,0,SUPP,SUPP,SUPP,9,0,0,SUPP,SUPP,83%,0%,SUPP,SUPP,SUPP,75%,0%,0%,SUPP,SUPP,156,153,4,SUPP,SUPP,SUPP,123,5,0,SUPP,SUPP,98%,3%,SUPP,SUPP,SUPP,79%,3%,0%,SUPP,SUPP,167,99%,9,SUPP,158,SUPP,180,97%,13,100%,167,97%
2,919,7014,142257,0,Hailey Hall School,ACCS,13,11,0,0,11,10,0,0,1,2,0,85%,0%,0%,85%,77%,0%,0%,8%,15%,0%,7,SUPP,0,0,SUPP,5,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,71%,0%,0%,SUPP,SUPP,0%,6,SUPP,0,0,SUPP,5,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,83%,0%,0%,SUPP,SUPP,0%,14,93%,8,SUPP,6,SUPP,17,88%,12,SUPP,5,SUPP
1,919,5419,147246,0,Chancellor's School,ACC,186,180,4,4,172,49,114,4,5,5,1,97%,2%,2%,92%,26%,61%,2%,3%,3%,1%,18,16,0,0,16,10,6,0,0,SUPP,SUPP,89%,0%,0%,89%,56%,33%,0%,0%,SUPP,SUPP,168,164,4,4,156,39,108,4,5,SUPP,SUPP,98%,2%,2%,93%,23%,64%,2%,3%,SUPP,SUPP,181,98%,17,94%,164,98%,175,95%,20,85%,155,97%
1,919,5400,136606,0,Rickmansworth School,ACC,195,190,0,2,188,40,143,2,3,3,2,97%,0%,1%,96%,21%,73%,1%,2%,2%,1%,19,17,0,SUPP,SUPP,5,11,SUPP,0,SUPP,SUPP,89%,0%,SUPP,SUPP,26%,58%,SUPP,0%,SUPP,SUPP,176,173,0,SUPP,SUPP,35,132,SUPP,3,SUPP,SUPP,98%,0%,SUPP,SUPP,20%,75%,SUPP,2%,SUPP,SUPP,219,98%,14,100%,205,98%,196,98%,15,SUPP,181,SUPP
1,919,4001,138747,0,Hertswood Academy,ACC,208,195,10,10,175,91,83,0,1,8,5,94%,5%,5%,84%,44%,40%,0%,SP,4%,2%,65,56,4,7,45,24,SUPP,0,SUPP,6,3,86%,6%,11%,69%,37%,SUPP,0%,SUPP,9%,5%,143,139,6,3,130,67,SUPP,0,SUPP,2,2,97%,4%,2%,91%,47%,SUPP,0%,SUPP,1%,1%,209,95%,55,93%,154,96%,201,94%,51,90%,150,95%
1,919,4035,147535,0,Onslow St Audrey's School,ACC,143,130,4,8,118,77,40,1,0,11,2,91%,3%,6%,83%,54%,28%,1%,0%,8%,1%,44,37,2,3,32,23,SUPP,SUPP,0,SUPP,SUPP,84%,5%,7%,73%,52%,SUPP,SUPP,0%,SUPP,SUPP,99,93,2,5,86,54,SUPP,SUPP,0,SUPP,SUPP,94%,2%,5%,87%,55%,SUPP,SUPP,0%,SUPP,SUPP,145,90%,40,83%,105,93%,120,93%,34,91%,86,94%
2,919,7008,117667,0,Garston Manor School,CYS,36,34,0,0,34,32,0,0,2,1,1,94%,0%,0%,94%,89%,0%,0%,6%,3%,3%,17,16,0,0,16,SUPP,0,0,SUPP,SUPP,SUPP,94%,0%,0%,94%,SUPP,0%,0%,SUPP,SUPP,SUPP,19,18,0,0,18,SUPP,0,0,SUPP,SUPP,SUPP,95%,0%,0%,95%,SUPP,0%,0%,SUPP,SUPP,SUPP,29,93%,10,SUPP,19,SUPP,26,92%,11,SUPP,15,SUPP
2,919,7003,147679,0,Brandles School,ACS,13,10,0,1,9,9,0,0,0,3,0,77%,0%,8%,69%,69%,0%,0%,0%,23%,0%,7,SUPP,0,SUPP,5,5,0,0,0,SUPP,0,SUPP,0%,SUPP,71%,71%,0%,0%,0%,SUPP,0%,6,SUPP,0,SUPP,4,4,0,0,0,SUPP,0,SUPP,0%,SUPP,67%,67%,0%,0%,0%,SUPP,0%,11,64%,9,SUPP,2,SUPP,NA,NA,NA,NA,NA,NA
1,919,5413,137895,0,The Saint John Henry Newman Catholic School,ACC,242,235,2,1,232,34,187,9,2,3,4,97%,1%,SP,96%,14%,77%,4%,1%,1%,2%,20,17,SUPP,SUPP,16,5,11,0,0,1,2,85%,SUPP,SUPP,80%,25%,55%,0%,0%,5%,10%,222,218,SUPP,SUPP,216,29,176,9,2,2,2,98%,SUPP,SUPP,97%,13%,79%,4%,1%,1%,1%,238,99%,19,SUPP,219,SUPP,238,99%,33,97%,205,99%
1,919,5412,137938,0,Nicholas Breakspear Catholic School,ACC,137,129,2,6,121,41,78,2,0,5,3,94%,1%,4%,88%,30%,57%,1%,0%,4%,2%,24,23,SUPP,SUPP,22,SUPP,10,SUPP,0,1,0,96%,SUPP,SUPP,92%,SUPP,42%,SUPP,0%,4%,0%,113,106,SUPP,SUPP,99,SUPP,68,SUPP,0,4,3,94%,SUPP,SUPP,88%,SUPP,60%,SUPP,0%,4%,3%,108,96%,18,100%,90,96%,68,97%,9,SUPP,59,SUPP
2,919,7032,117685,0,Heathlands School,CYS,14,13,0,0,13,6,1,0,6,1,0,93%,0%,0%,93%,43%,7%,0%,43%,7%,0%,7,SUPP,0,0,SUPP,2,SUPP,0,4,SUPP,0,SUPP,0%,0%,SUPP,29%,SUPP,0%,57%,SUPP,0%,7,SUPP,0,0,SUPP,4,SUPP,0,2,SUPP,0,SUPP,0%,0%,SUPP,57%,SUPP,0%,29%,SUPP,0%,10,100%,5,SUPP,5,SUPP,15,100%,5,SUPP,10,100%
1,919,5423,138360,0,St Mary's Church of England High School (VA),ACC,208,199,4,5,190,72,107,10,1,7,2,96%,2%,2%,91%,35%,51%,5%,SP,3%,1%,48,43,0,1,42,19,19,SUPP,SUPP,SUPP,SUPP,90%,0%,2%,88%,40%,40%,SUPP,SUPP,SUPP,SUPP,160,156,4,4,148,53,88,SUPP,SUPP,SUPP,SUPP,98%,3%,3%,93%,33%,55%,SUPP,SUPP,SUPP,SUPP,236,95%,67,91%,169,96%,188,97%,48,92%,140,99%
1,919,4080,137110,0,Longdean School,ACC,233,222,6,9,207,97,109,0,1,10,1,95%,3%,4%,89%,42%,47%,0%,SP,4%,SP,56,50,1,5,44,SUPP,11,0,SUPP,SUPP,SUPP,89%,2%,9%,79%,SUPP,20%,0%,SUPP,SUPP,SUPP,177,172,5,4,163,SUPP,98,0,SUPP,SUPP,SUPP,97%,3%,2%,92%,SUPP,55%,0%,SUPP,SUPP,SUPP,223,94%,61,92%,162,95%,220,96%,45,89%,175,98%
2,919,7016,117674,0,Batchwood School,CYS,16,12,1,0,11,10,0,0,1,3,1,75%,6%,0%,69%,63%,0%,0%,6%,19%,6%,9,7,SUPP,0,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,78%,SUPP,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,7,5,SUPP,0,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,71%,SUPP,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,20,80%,9,67%,11,91%,13,62%,11,SUPP,2,SUPP
1,919,4118,138632,0,Monk's Walk School,ACC,215,208,3,6,199,67,131,0,1,6,1,97%,1%,3%,93%,31%,61%,0%,SP,3%,SP,35,32,0,4,28,SUPP,13,0,SUPP,SUPP,SUPP,91%,0%,11%,80%,SUPP,37%,0%,SUPP,SUPP,SUPP,180,176,3,2,171,SUPP,118,0,SUPP,SUPP,SUPP,98%,2%,1%,95%,SUPP,66%,0%,SUPP,SUPP,SUPP,219,97%,33,88%,186,98%,217,98%,31,90%,186,99%
1,919,4101,136396,0,The Broxbourne School,ACC,208,204,0,1,203,65,133,0,5,4,0,98%,0%,SP,98%,31%,64%,0%,2%,2%,0%,31,29,0,SUPP,SUPP,16,12,0,SUPP,2,0,94%,0%,SUPP,SUPP,52%,39%,0%,SUPP,6%,0%,177,175,0,SUPP,SUPP,49,121,0,SUPP,2,0,99%,0%,SUPP,SUPP,28%,68%,0%,SUPP,1%,0%,208,97%,40,90%,168,98%,215,98%,48,94%,167,99%
1,919,4006,139873,0,Richard Hale School,ACC,178,173,4,5,164,28,136,0,0,3,2,97%,2%,3%,92%,16%,76%,0%,0%,2%,1%,16,15,0,1,14,7,7,0,0,1,0,94%,0%,6%,88%,44%,44%,0%,0%,6%,0%,162,158,4,4,150,21,129,0,0,2,2,98%,2%,2%,93%,13%,80%,0%,0%,1%,1%,178,98%,16,81%,162,99%,160,96%,12,83%,148,97%
1,919,4499,117552,0,The Astley Cooper School,CY,142,133,0,8,125,62,60,1,2,9,0,94%,0%,6%,88%,44%,42%,1%,1%,6%,0%,49,44,0,4,40,23,SUPP,SUPP,0,5,0,90%,0%,8%,82%,47%,SUPP,SUPP,0%,10%,0%,93,89,0,4,85,39,SUPP,SUPP,2,4,0,96%,0%,4%,91%,42%,SUPP,SUPP,2%,4%,0%,102,94%,57,93%,45,96%,73,90%,39,SUPP,34,SUPP
1,919,4025,144402,0,Croxley Danes School,F,119,116,0,1,115,37,77,0,1,3,0,97%,0%,1%,97%,31%,65%,0%,1%,3%,0%,12,12,0,SUPP,SUPP,SUPP,5,0,SUPP,0,0,100%,0%,SUPP,SUPP,SUPP,42%,0%,SUPP,0%,0%,107,104,0,SUPP,SUPP,SUPP,72,0,SUPP,3,0,97%,0%,SUPP,SUPP,SUPP,67%,0%,SUPP,3%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4067,140294,0,Simon Balle All-Through School,ACC,177,172,1,4,167,58,109,0,0,3,2,97%,1%,2%,94%,33%,62%,0%,0%,2%,1%,25,23,SUPP,SUPP,21,7,14,0,0,SUPP,SUPP,92%,SUPP,SUPP,84%,28%,56%,0%,0%,SUPP,SUPP,152,149,SUPP,SUPP,146,51,95,0,0,SUPP,SUPP,98%,SUPP,SUPP,96%,34%,63%,0%,0%,SUPP,SUPP,174,97%,20,100%,154,96%,165,94%,26,81%,139,96%
1,919,4026,144623,0,Barclay Academy,AC,89,83,2,7,74,27,46,1,0,4,2,93%,2%,8%,83%,30%,52%,1%,0%,4%,2%,22,21,0,4,17,SUPP,10,SUPP,0,1,0,95%,0%,18%,77%,SUPP,45%,SUPP,0%,5%,0%,67,62,2,3,57,SUPP,36,SUPP,0,3,2,93%,3%,4%,85%,SUPP,54%,SUPP,0%,4%,3%,102,92%,21,86%,81,94%,120,93%,30,80%,90,97%
1,919,5414,138042,0,The Marlborough Science Academy,ACC,211,199,2,4,193,77,114,1,1,10,2,94%,1%,2%,91%,36%,54%,SP,SP,5%,1%,37,32,0,1,31,SUPP,9,SUPP,SUPP,5,0,86%,0%,3%,84%,SUPP,24%,SUPP,SUPP,14%,0%,174,167,2,3,162,SUPP,105,SUPP,SUPP,5,2,96%,1%,2%,93%,SUPP,60%,SUPP,SUPP,3%,1%,207,96%,42,90%,165,98%,192,96%,45,89%,147,98%
1,919,4004,139416,0,Elstree Screen Arts Academy,UTC,96,87,1,6,80,34,40,4,2,7,2,91%,1%,6%,83%,35%,42%,4%,2%,7%,2%,26,21,SUPP,0,SUPP,10,9,SUPP,0,SUPP,SUPP,81%,SUPP,0%,SUPP,38%,35%,SUPP,0%,SUPP,SUPP,70,66,SUPP,6,SUPP,24,31,SUPP,2,SUPP,SUPP,94%,SUPP,9%,SUPP,34%,44%,SUPP,3%,SUPP,SUPP,88,86%,31,84%,57,88%,92,85%,30,83%,62,85%
1,919,5422,148499,0,St Mary's Catholic School,ACC,183,181,3,1,177,40,134,2,1,2,0,99%,2%,1%,97%,22%,73%,1%,1%,1%,0%,15,15,0,SUPP,SUPP,SUPP,6,0,SUPP,0,0,100%,0%,SUPP,SUPP,SUPP,40%,0%,SUPP,0%,0%,168,166,3,SUPP,SUPP,SUPP,128,2,SUPP,2,0,99%,2%,SUPP,SUPP,SUPP,76%,1%,SUPP,1%,0%,157,99%,9,SUPP,148,SUPP,154,99%,19,SUPP,135,SUPP
1,919,4028,137270,0,Sir John Lawes School,ACC,195,191,1,5,185,36,147,0,2,4,0,98%,1%,3%,95%,18%,75%,0%,1%,2%,0%,22,SUPP,SUPP,2,17,8,9,0,0,SUPP,0,SUPP,SUPP,9%,77%,36%,41%,0%,0%,SUPP,0%,173,SUPP,SUPP,3,168,28,138,0,2,SUPP,0,SUPP,SUPP,2%,97%,16%,80%,0%,1%,SUPP,0%,196,96%,22,77%,174,99%,193,98%,28,SUPP,165,SUPP
1,919,4614,138356,0,St George's School,ACC,193,190,1,1,188,24,159,1,4,1,2,98%,1%,1%,97%,12%,82%,1%,2%,1%,1%,14,SUPP,SUPP,SUPP,SUPP,5,8,SUPP,1,SUPP,0,SUPP,SUPP,SUPP,SUPP,36%,57%,SUPP,7%,SUPP,0%,179,SUPP,SUPP,SUPP,SUPP,19,151,SUPP,3,SUPP,2,SUPP,SUPP,SUPP,SUPP,11%,84%,SUPP,2%,SUPP,1%,183,99%,7,100%,176,99%,193,97%,13,100%,180,97%
1,919,4498,137090,0,The Chauncy School,ACC,169,158,6,8,144,47,96,1,0,10,1,93%,4%,5%,85%,28%,57%,1%,0%,6%,1%,24,23,0,0,23,SUPP,7,SUPP,0,SUPP,SUPP,96%,0%,0%,96%,SUPP,29%,SUPP,0%,SUPP,SUPP,145,135,6,8,121,SUPP,89,SUPP,0,SUPP,SUPP,93%,4%,6%,83%,SUPP,61%,SUPP,0%,SUPP,SUPP,155,97%,34,97%,121,98%,168,96%,29,86%,139,98%
1,919,5427,136482,0,Hockerill Anglo-European College,ACC,108,103,0,0,103,7,87,4,5,0,5,95%,0%,0%,95%,6%,81%,4%,5%,0%,5%,10,10,0,0,10,3,5,2,0,0,0,100%,0%,0%,100%,30%,50%,20%,0%,0%,0%,98,93,0,0,93,4,82,2,5,0,5,95%,0%,0%,95%,4%,84%,2%,5%,0%,5%,121,97%,8,100%,113,96%,115,93%,9,89%,106,93%
1,919,5426,136607,1,The John Warner School,ACC,226,212,10,9,193,90,102,0,1,12,2,94%,4%,4%,85%,40%,45%,0%,SP,5%,1%,33,30,2,3,25,SUPP,7,0,SUPP,3,0,91%,6%,9%,76%,SUPP,21%,0%,SUPP,9%,0%,193,182,8,6,168,SUPP,95,0,SUPP,9,2,94%,4%,3%,87%,SUPP,49%,0%,SUPP,5%,1%,219,96%,38,89%,181,98%,208,95%,44,95%,164,95%
1,919,5415,137532,0,Goffs Academy,ACC,235,233,4,9,220,86,134,0,0,2,0,99%,2%,4%,94%,37%,57%,0%,0%,1%,0%,39,SUPP,SUPP,0,37,20,17,0,0,SUPP,0,SUPP,SUPP,0%,95%,51%,44%,0%,0%,SUPP,0%,196,SUPP,SUPP,9,183,66,117,0,0,SUPP,0,SUPP,SUPP,5%,93%,34%,60%,0%,0%,SUPP,0%,209,96%,38,89%,171,98%,207,97%,26,92%,181,97%
1,919,5417,137922,0,Saint Michael's Catholic High School,ACC,179,175,4,9,162,54,104,2,2,2,2,98%,2%,5%,91%,30%,58%,1%,1%,1%,1%,22,21,0,3,18,12,6,0,0,SUPP,SUPP,95%,0%,14%,82%,55%,27%,0%,0%,SUPP,SUPP,157,154,4,6,144,42,98,2,2,SUPP,SUPP,98%,3%,4%,92%,27%,62%,1%,1%,SUPP,SUPP,186,96%,27,93%,159,97%,175,94%,24,79%,151,97%
1,919,5425,145297,0,Goffs - Churchgate Academy,ACC,58,55,0,1,54,25,28,1,0,3,0,95%,0%,2%,93%,43%,48%,2%,0%,5%,0%,20,SUPP,0,SUPP,SUPP,9,8,SUPP,0,SUPP,0,SUPP,0%,SUPP,SUPP,45%,40%,SUPP,0%,SUPP,0%,38,SUPP,0,SUPP,SUPP,16,20,SUPP,0,SUPP,0,SUPP,0%,SUPP,SUPP,42%,53%,SUPP,0%,SUPP,0%,45,93%,13,SUPP,32,SUPP,53,94%,20,SUPP,33,SUPP
1,919,5416,137156,0,Leventhorpe,ACC,236,227,2,5,220,71,147,2,0,7,2,96%,1%,2%,93%,30%,62%,1%,0%,3%,1%,20,17,0,1,16,10,6,0,0,SUPP,SUPP,85%,0%,5%,80%,50%,30%,0%,0%,SUPP,SUPP,216,210,2,4,204,61,141,2,0,SUPP,SUPP,97%,1%,2%,94%,28%,65%,1%,0%,SUPP,SUPP,177,97%,30,97%,147,97%,179,98%,11,SUPP,168,SUPP
2,919,7006,117665,0,St Elizabeth's School,NMSS,6,6,0,0,6,0,0,0,6,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7,100%,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP
1,919,4011,137038,0,Verulam School,ACC,184,177,4,3,170,45,123,0,2,7,0,96%,2%,2%,92%,24%,67%,0%,1%,4%,0%,28,25,0,1,24,13,11,0,0,3,0,89%,0%,4%,86%,46%,39%,0%,0%,11%,0%,156,152,4,2,146,32,112,0,2,4,0,97%,3%,1%,94%,21%,72%,0%,1%,3%,0%,174,97%,14,93%,160,98%,176,97%,17,88%,159,97%
1,919,4010,117504,0,Fearnhill School,FD,71,64,0,1,63,29,34,0,0,6,1,90%,0%,1%,89%,41%,48%,0%,0%,8%,1%,22,19,0,SUPP,SUPP,SUPP,5,0,0,SUPP,SUPP,86%,0%,SUPP,SUPP,SUPP,23%,0%,0%,SUPP,SUPP,49,45,0,SUPP,SUPP,SUPP,29,0,0,SUPP,SUPP,92%,0%,SUPP,SUPP,SUPP,59%,0%,0%,SUPP,SUPP,81,98%,32,SUPP,49,SUPP,84,89%,27,85%,57,91%
2,919,7007,138485,0,Knightsfield School,ACCS,10,10,0,0,10,8,0,0,2,0,0,100%,0%,0%,100%,80%,0%,0%,20%,0%,0%,3,SUPP,0,0,SUPP,SUPP,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,SUPP,0%,0%,SUPP,0%,0%,7,7,0,0,7,SUPP,0,0,SUPP,0,0,100%,0%,0%,100%,SUPP,0%,0%,SUPP,0%,0%,6,100%,2,SUPP,4,SUPP,8,100%,SUPP,SUPP,SUPP,SUPP
2,919,7026,117683,0,Watling View School,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,8,100%,1,SUPP,7,100%,7,100%,3,SUPP,4,SUPP
1,919,4140,137656,0,King James Academy Royston,ACC,64,60,1,4,55,26,2,26,1,4,0,94%,2%,6%,86%,41%,3%,41%,2%,6%,0%,14,SUPP,SUPP,0,11,SUPP,0,2,SUPP,SUPP,0,SUPP,SUPP,0%,79%,SUPP,0%,14%,SUPP,SUPP,0%,50,SUPP,SUPP,4,44,SUPP,2,24,SUPP,SUPP,0,SUPP,SUPP,8%,88%,SUPP,4%,48%,SUPP,SUPP,0%,69,96%,11,SUPP,58,SUPP,99,94%,11,82%,88,95%
1,919,5420,140786,0,The Hertfordshire & Essex High School and Science College,ACC,179,177,4,1,172,22,141,6,3,1,1,99%,2%,1%,96%,12%,79%,3%,2%,1%,1%,11,SUPP,0,SUPP,SUPP,2,8,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,SUPP,18%,73%,SUPP,0%,SUPP,SUPP,168,SUPP,4,SUPP,SUPP,20,133,SUPP,3,SUPP,SUPP,SUPP,2%,SUPP,SUPP,12%,79%,SUPP,2%,SUPP,SUPP,186,98%,19,95%,167,99%,160,99%,12,SUPP,148,SUPP
2,919,7013,117672,0,The Collett School,CYS,13,11,0,0,11,11,0,0,0,2,0,85%,0%,0%,85%,85%,0%,0%,0%,15%,0%,6,SUPP,0,0,SUPP,SUPP,0,0,0,SUPP,0,SUPP,0%,0%,SUPP,SUPP,0%,0%,0%,SUPP,0%,7,SUPP,0,0,SUPP,SUPP,0,0,0,SUPP,0,SUPP,0%,0%,SUPP,SUPP,0%,0%,0%,SUPP,0%,16,94%,7,SUPP,9,SUPP,11,91%,3,SUPP,8,SUPP
1,919,5410,136877,0,Queens' School,ACC,258,251,4,4,243,51,188,2,2,6,1,97%,2%,2%,94%,20%,73%,1%,1%,2%,SP,34,33,0,1,32,15,17,0,0,SUPP,SUPP,97%,0%,3%,94%,44%,50%,0%,0%,SUPP,SUPP,224,218,4,3,211,36,171,2,2,SUPP,SUPP,97%,2%,1%,94%,16%,76%,1%,1%,SUPP,SUPP,266,97%,21,90%,245,97%,263,98%,40,SUPP,223,SUPP
1,919,4200,137637,0,Birchwood High School,ACC,209,199,5,7,187,74,109,4,0,8,2,95%,2%,3%,89%,35%,52%,2%,0%,4%,1%,26,22,1,1,20,16,4,0,0,4,0,85%,4%,4%,77%,62%,15%,0%,0%,15%,0%,183,177,4,6,167,58,105,4,0,4,2,97%,2%,3%,91%,32%,57%,2%,0%,2%,1%,214,95%,32,91%,182,96%,229,95%,28,89%,201,96%
1,919,4000,117499,0,The Priory School,FD,199,189,0,8,181,76,103,2,0,9,1,95%,0%,4%,91%,38%,52%,1%,0%,5%,1%,29,25,0,2,23,14,9,0,0,SUPP,SUPP,86%,0%,7%,79%,48%,31%,0%,0%,SUPP,SUPP,170,164,0,6,158,62,94,2,0,SUPP,SUPP,96%,0%,4%,93%,36%,55%,1%,0%,SUPP,SUPP,189,96%,28,93%,161,97%,201,96%,52,SUPP,149,SUPP
1,919,4016,136608,0,The Knights Templar School,ACC,205,198,3,13,182,55,97,26,4,7,0,97%,1%,6%,89%,27%,47%,13%,2%,3%,0%,33,31,0,4,27,18,7,1,1,2,0,94%,0%,12%,82%,55%,21%,3%,3%,6%,0%,172,167,3,9,155,37,90,25,3,5,0,97%,2%,5%,90%,22%,52%,15%,2%,3%,0%,204,98%,26,92%,178,99%,205,97%,42,93%,163,98%
2,919,7025,117682,0,Woodfield School,CYS,8,8,0,0,8,0,0,0,8,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,2,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,6,6,0,0,6,0,0,0,6,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,6,100%,4,SUPP,2,SUPP,2,SUPP,0,SUPP,2,SUPP
1,919,4007,139662,0,The Reach Free School,F,100,93,0,7,86,43,43,0,0,6,1,93%,0%,7%,86%,43%,43%,0%,0%,6%,1%,23,18,0,3,15,13,2,0,0,SUPP,SUPP,78%,0%,13%,65%,57%,9%,0%,0%,SUPP,SUPP,77,75,0,4,71,30,41,0,0,SUPP,SUPP,97%,0%,5%,92%,39%,53%,0%,0%,SUPP,SUPP,115,97%,29,SUPP,86,SUPP,118,98%,29,97%,89,99%
1,919,4096,139036,0,Kings Langley School,ACC,176,170,2,6,162,85,77,0,0,5,1,97%,1%,3%,92%,48%,44%,0%,0%,3%,1%,19,17,SUPP,SUPP,14,9,5,0,0,SUPP,SUPP,89%,SUPP,SUPP,74%,47%,26%,0%,0%,SUPP,SUPP,157,153,SUPP,SUPP,148,76,72,0,0,SUPP,SUPP,97%,SUPP,SUPP,94%,48%,46%,0%,0%,SUPP,SUPP,182,96%,27,89%,155,97%,175,97%,24,92%,151,97%
1,919,5407,136554,0,Dame Alice Owen's School,ACC,202,196,0,1,195,23,171,0,1,4,2,97%,0%,SP,97%,11%,85%,0%,SP,2%,1%,20,17,0,SUPP,SUPP,SUPP,10,0,SUPP,SUPP,SUPP,85%,0%,SUPP,SUPP,SUPP,50%,0%,SUPP,SUPP,SUPP,182,179,0,SUPP,SUPP,SUPP,161,0,SUPP,SUPP,SUPP,98%,0%,SUPP,SUPP,SUPP,88%,0%,SUPP,SUPP,SUPP,199,98%,17,94%,182,98%,202,99%,20,95%,182,99%
1,919,4032,145430,0,The Adeyfield Academy,AC,87,81,1,6,74,48,26,0,0,6,0,93%,1%,7%,85%,55%,30%,0%,0%,7%,0%,45,SUPP,SUPP,3,37,25,12,0,0,SUPP,0,SUPP,SUPP,7%,82%,56%,27%,0%,0%,SUPP,0%,42,SUPP,SUPP,3,37,23,14,0,0,SUPP,0,SUPP,SUPP,7%,88%,55%,33%,0%,0%,SUPP,0%,82,93%,29,86%,53,96%,83,88%,39,SUPP,44,SUPP
LA,919,,,,,,13860,13262,202,368,12692,4124,8148,242,178,490,108,96%,2%,3%,92%,30%,59%,2%,1%,4%,1%,2280,2010,30,120,1865,1085,720,15,45,240,30,88%,1%,5%,82%,48%,32%,1%,2%,11%,1%,11580,11250,175,250,10830,3040,7430,225,135,250,80,97%,2%,2%,94%,26%,64%,2%,1%,2%,1%,13494,96%,2210,91%,11280,98%,13202,96%,2335,90%,10865,98%
NAT,,,,,,,588084,547684,18530,23385,505769,207381,210788,74989,12611,34374,6026,93%,3%,4%,86%,35%,36%,13%,2%,6%,1%,155078,133697,3387,8616,121694,66550,35314,14627,5203,18693,2688,86%,2%,6%,79%,43%,23%,9%,3%,12%,2%,433006,413987,15143,14769,384075,140831,175474,60362,7408,15681,3338,96%,4%,3%,89%,33%,41%,14%,2%,4%,1%,576305,94%,152219,88%,424086,96%,562393,94%,146424,89%,415969,96%
