RECTYPE,LEA,ESTAB,URN,ICLOSE,SCHNAME,NFTYPE,COHORT,OVERALL_DEST,APPREN,EMPLOYMENT,EDUCATION,FE,SCH_6TH,SIXTH_COL,OTHER_EDU,NOT_SUSTAINED,UNKNOWN,OVERALL_DESTPER,APPRENPER,EMPLOYMENTPER,EDUCATIONPER,FEPER,SCH_6THPER,SIXTH_COLPER,OTHER_EDUPER,NOT_SUSTAINEDPER,UNKNOWNPER,COHORT_DIS,OVERALL_DEST_DIS,APPREN_DIS,EMPLOYMENT_DIS,EDUCATION_DIS,FE_DIS,SCH_6TH_DIS,SIXTH_COL_DIS,OTHER_EDU_DIS,NOT_SUSTAINED_DIS,UNKNOWN_DIS,OVERALL_DESTPER_DIS,APPRENPER_DIS,EMPLOYMENTPER_DIS,EDUCATIONPER_DIS,FEPER_DIS,SCH_6THPER_DIS,SIXTH_COLPER_DIS,OTHER_EDUPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,COHORT_NONDIS,OVERALL_DEST_NONDIS,APPREN_NONDIS,EMPLOYMENT_NONDIS,EDUCATION_NONDIS,FE_NONDIS,SCH_6TH_NONDIS,SIXTH_COL_NONDIS,OTHER_EDU_NONDIS,NOT_SUSTAINED_NONDIS,UNKNOWN_NONDIS,OVERALL_DESTPER_NONDIS,APPRENPER_NONDIS,EMPLOYMENTPER_NONDIS,EDUCATIONPER_NONDIS,FEPER_NONDIS,SCH_6THPER_NONDIS,SIXTH_COLPER_NONDIS,OTHER_EDUPER_NONDIS,NOT_SUSTAINEDPER_NONDIS,UNKNOWNPER_NONDIS,COHORT_22,OVERALL_DESTPER_22,COHORT_DIS_22,OVERALL_DESTPER_DIS_22,COHORT_NONDIS_22,OVERALL_DESTPER_NONDIS_22,COHORT_21,OVERALL_DESTPER_21,COHORT_DIS_21,OVERALL_DESTPER_DIS_21,COHORT_NONDIS_21,OVERALL_DESTPER_NONDIS_21
1,919,4008,139154,0,Hitchin Boys' School,ACC,166,160,2,0,158,39,116,3,0,5,1,96%,1%,0%,95%,23%,70%,2%,0%,3%,1%,13,SUPP,0,0,SUPP,SUPP,5,0,0,0,SUPP,SUPP,0%,0%,SUPP,SUPP,38%,0%,0%,0%,SUPP,153,SUPP,2,0,SUPP,SUPP,111,3,0,5,SUPP,SUPP,1%,0%,SUPP,SUPP,73%,2%,0%,3%,SUPP,165,99%,21,SUPP,144,SUPP,169,98%,10,90%,159,99%
1,919,4504,138352,0,Tring School,ACC,235,229,2,12,215,76,139,0,0,4,2,97%,1%,5%,91%,32%,59%,0%,0%,2%,1%,22,20,0,5,15,10,5,0,0,2,0,91%,0%,23%,68%,45%,23%,0%,0%,9%,0%,213,209,2,7,200,66,134,0,0,2,2,98%,1%,3%,94%,31%,63%,0%,0%,1%,1%,235,97%,32,94%,203,98%,238,96%,29,86%,209,98%
1,919,6905,135876,0,Future Academies Watford,AC,184,165,3,5,157,105,51,0,1,18,1,90%,2%,3%,85%,57%,28%,0%,1%,10%,1%,50,37,1,1,35,30,SUPP,0,SUPP,SUPP,SUPP,74%,2%,2%,70%,60%,SUPP,0%,SUPP,SUPP,SUPP,134,128,2,4,122,75,SUPP,0,SUPP,SUPP,SUPP,96%,1%,3%,91%,56%,SUPP,0%,SUPP,SUPP,SUPP,188,94%,58,93%,130,94%,185,97%,51,98%,134,96%
1,919,4117,138484,0,The Sele School,ACC,70,66,2,4,60,42,18,0,0,4,0,94%,3%,6%,86%,60%,26%,0%,0%,6%,0%,11,9,SUPP,SUPP,8,7,1,0,0,2,0,82%,SUPP,SUPP,73%,64%,9%,0%,0%,18%,0%,59,57,SUPP,SUPP,52,35,17,0,0,2,0,97%,SUPP,SUPP,88%,59%,29%,0%,0%,3%,0%,51,94%,17,94%,34,94%,64,91%,12,92%,52,90%
1,919,4619,149743,0,John F Kennedy Catholic School,ACC,178,176,0,4,172,46,121,3,2,2,0,99%,0%,2%,97%,26%,68%,2%,1%,1%,0%,11,11,0,0,11,1,9,SUPP,SUPP,0,0,100%,0%,0%,100%,9%,82%,SUPP,SUPP,0%,0%,167,165,0,4,161,45,112,SUPP,SUPP,2,0,99%,0%,2%,96%,27%,67%,SUPP,SUPP,1%,0%,179,98%,21,95%,158,98%,178,97%,29,86%,149,99%
1,919,4066,117518,0,Barnwell School,FD,169,157,5,7,145,83,60,1,1,12,0,93%,3%,4%,86%,49%,36%,1%,1%,7%,0%,39,35,1,3,31,23,SUPP,SUPP,SUPP,4,0,90%,3%,8%,79%,59%,SUPP,SUPP,SUPP,10%,0%,130,122,4,4,114,60,SUPP,SUPP,SUPP,8,0,94%,3%,3%,88%,46%,SUPP,SUPP,SUPP,6%,0%,166,92%,47,79%,119,97%,177,91%,57,81%,120,96%
1,919,4099,137757,0,Bishop's Hatfield Girls' School,ACC,145,140,2,1,137,39,92,4,2,1,4,97%,1%,1%,94%,27%,63%,3%,1%,1%,3%,17,16,0,SUPP,SUPP,SUPP,7,0,0,SUPP,SUPP,94%,0%,SUPP,SUPP,SUPP,41%,0%,0%,SUPP,SUPP,128,124,2,SUPP,SUPP,SUPP,85,4,2,SUPP,SUPP,97%,2%,SUPP,SUPP,SUPP,66%,3%,2%,SUPP,SUPP,149,99%,14,SUPP,135,SUPP,148,99%,38,SUPP,110,SUPP
1,919,4116,117534,0,Marriotts School,CY,233,214,7,11,196,70,125,0,1,18,1,92%,3%,5%,84%,30%,54%,0%,SP,8%,SP,74,61,1,7,53,SUPP,24,0,SUPP,SUPP,SUPP,82%,1%,9%,72%,SUPP,32%,0%,SUPP,SUPP,SUPP,159,153,6,4,143,SUPP,101,0,SUPP,SUPP,SUPP,96%,4%,3%,90%,SUPP,64%,0%,SUPP,SUPP,SUPP,228,96%,56,93%,172,98%,227,92%,97,85%,130,97%
1,919,4802,136922,0,Yavneh College,ACC,143,143,3,2,138,13,122,2,1,0,0,100%,2%,1%,97%,9%,85%,1%,1%,0%,0%,10,10,1,0,9,SUPP,4,0,SUPP,0,0,100%,10%,0%,90%,SUPP,40%,0%,SUPP,0%,0%,133,133,2,2,129,SUPP,118,2,SUPP,0,0,100%,2%,2%,97%,SUPP,89%,2%,SUPP,0%,0%,176,97%,9,89%,167,97%,148,99%,5,SUPP,143,SUPP
1,919,4022,142051,0,Haileybury Turnford,AC,152,144,7,8,129,54,73,1,1,8,0,95%,5%,5%,85%,36%,48%,1%,1%,5%,0%,45,39,1,2,36,SUPP,18,SUPP,SUPP,6,0,87%,2%,4%,80%,SUPP,40%,SUPP,SUPP,13%,0%,107,105,6,6,93,SUPP,55,SUPP,SUPP,2,0,98%,6%,6%,87%,SUPP,51%,SUPP,SUPP,2%,0%,138,97%,31,94%,107,98%,129,95%,37,89%,92,97%
1,919,4005,149500,0,The Hemel Hempstead School,ACC,178,166,1,4,161,50,110,0,1,10,2,93%,1%,2%,90%,28%,62%,0%,1%,6%,1%,25,22,SUPP,SUPP,20,SUPP,9,0,SUPP,3,0,88%,SUPP,SUPP,80%,SUPP,36%,0%,SUPP,12%,0%,153,144,SUPP,SUPP,141,SUPP,101,0,SUPP,7,2,94%,SUPP,SUPP,92%,SUPP,66%,0%,SUPP,5%,1%,185,96%,29,83%,156,99%,184,98%,21,95%,163,99%
1,919,4003,138582,0,Samuel Ryder Academy,AC,166,158,2,6,150,56,93,0,1,6,2,95%,1%,4%,90%,34%,56%,0%,1%,4%,1%,37,30,SUPP,SUPP,26,SUPP,12,0,SUPP,SUPP,SUPP,81%,SUPP,SUPP,70%,SUPP,32%,0%,SUPP,SUPP,SUPP,129,128,SUPP,SUPP,124,SUPP,81,0,SUPP,SUPP,SUPP,99%,SUPP,SUPP,96%,SUPP,63%,0%,SUPP,SUPP,SUPP,149,93%,33,88%,116,95%,129,98%,44,98%,85,98%
1,919,4043,138286,0,Beaumont School,ACC,186,181,4,1,176,24,150,0,2,2,3,97%,2%,1%,95%,13%,81%,0%,1%,1%,2%,13,13,SUPP,SUPP,12,1,11,0,0,0,0,100%,SUPP,SUPP,92%,8%,85%,0%,0%,0%,0%,173,168,SUPP,SUPP,164,23,139,0,2,2,3,97%,SUPP,SUPP,95%,13%,80%,0%,1%,1%,2%,186,98%,18,94%,168,99%,188,99%,15,SUPP,173,SUPP
2,919,7023,117680,0,Lakeside School,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,2,SUPP,2,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP
1,919,5401,136276,0,Watford Grammar School for Boys,ACC,189,188,0,1,187,26,159,0,2,1,0,99%,0%,1%,99%,14%,84%,0%,1%,1%,0%,22,SUPP,0,SUPP,SUPP,SUPP,12,0,0,SUPP,0,SUPP,0%,SUPP,SUPP,SUPP,55%,0%,0%,SUPP,0%,167,SUPP,0,SUPP,SUPP,SUPP,147,0,2,SUPP,0,SUPP,0%,SUPP,SUPP,SUPP,88%,0%,1%,SUPP,0%,189,99%,12,SUPP,177,SUPP,190,99%,12,SUPP,178,SUPP
1,919,4017,140037,0,The Thomas Alleyne Academy,AC,168,160,4,7,149,72,71,4,2,7,1,95%,2%,4%,89%,43%,42%,2%,1%,4%,1%,47,41,0,2,39,30,8,SUPP,SUPP,SUPP,SUPP,87%,0%,4%,83%,64%,17%,SUPP,SUPP,SUPP,SUPP,121,119,4,5,110,42,63,SUPP,SUPP,SUPP,SUPP,98%,3%,4%,91%,35%,52%,SUPP,SUPP,SUPP,SUPP,154,95%,29,100%,125,94%,147,95%,28,96%,119,95%
1,919,4024,143131,0,Robert Barclay Academy,AC,105,97,1,1,95,50,44,1,0,7,1,92%,1%,1%,90%,48%,42%,1%,0%,7%,1%,24,20,SUPP,SUPP,19,16,SUPP,SUPP,0,SUPP,SUPP,83%,SUPP,SUPP,79%,67%,SUPP,SUPP,0%,SUPP,SUPP,81,77,SUPP,SUPP,76,34,SUPP,SUPP,0,SUPP,SUPP,95%,SUPP,SUPP,94%,42%,SUPP,SUPP,0%,SUPP,SUPP,82,96%,18,94%,64,97%,106,94%,24,SUPP,82,SUPP
2,919,7004,141251,0,Pinewood School,ACCS,28,24,0,0,24,24,0,0,0,3,1,86%,0%,0%,86%,86%,0%,0%,0%,11%,4%,10,7,0,0,7,7,0,0,0,SUPP,SUPP,70%,0%,0%,70%,70%,0%,0%,0%,SUPP,SUPP,18,17,0,0,17,17,0,0,0,SUPP,SUPP,94%,0%,0%,94%,94%,0%,0%,0%,SUPP,SUPP,35,97%,15,SUPP,20,SUPP,34,97%,14,SUPP,20,SUPP
1,919,4141,137002,0,Freman College,ACC,240,234,5,7,222,54,143,24,1,4,2,98%,2%,3%,93%,23%,60%,10%,SP,2%,1%,19,18,2,1,15,SUPP,11,0,SUPP,1,0,95%,11%,5%,79%,SUPP,58%,0%,SUPP,5%,0%,221,216,3,6,207,SUPP,132,24,SUPP,3,2,98%,1%,3%,94%,SUPP,60%,11%,SUPP,1%,1%,249,98%,22,95%,227,98%,201,97%,24,83%,177,99%
2,919,7024,117681,0,Breakspeare School,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,1,SUPP,2,SUPP
1,919,5404,136899,0,Parmiter's School,ACC,209,205,2,3,200,29,169,0,2,3,1,98%,1%,1%,96%,14%,81%,0%,1%,1%,SP,18,15,0,1,14,5,9,0,0,SUPP,SUPP,83%,0%,6%,78%,28%,50%,0%,0%,SUPP,SUPP,191,190,2,2,186,24,160,0,2,SUPP,SUPP,99%,1%,1%,97%,13%,84%,0%,1%,SUPP,SUPP,207,99%,10,SUPP,197,SUPP,208,98%,16,100%,192,97%
2,919,7033,117686,0,Falconer School,CYS,21,14,0,1,13,12,1,0,0,5,2,67%,0%,5%,62%,57%,5%,0%,0%,24%,10%,18,12,0,SUPP,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,67%,0%,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,3,SUPP,0,SUPP,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,18,61%,13,54%,5,SUPP,19,79%,10,SUPP,9,SUPP
1,919,4620,138106,0,Loreto College,ACC,160,156,0,0,156,22,117,9,8,3,1,98%,0%,0%,98%,14%,73%,6%,5%,2%,1%,12,SUPP,0,0,SUPP,SUPP,6,0,0,0,SUPP,SUPP,0%,0%,SUPP,SUPP,50%,0%,0%,0%,SUPP,148,SUPP,0,0,SUPP,SUPP,111,9,8,3,SUPP,SUPP,0%,0%,SUPP,SUPP,75%,6%,5%,2%,SUPP,156,97%,17,88%,139,98%,149,99%,16,SUPP,133,SUPP
1,919,4111,140049,0,Westfield Academy,ACC,161,152,0,4,148,62,85,1,0,7,2,94%,0%,2%,92%,39%,53%,1%,0%,4%,1%,46,43,0,2,41,SUPP,17,SUPP,0,SUPP,SUPP,93%,0%,4%,89%,SUPP,37%,SUPP,0%,SUPP,SUPP,115,109,0,2,107,SUPP,68,SUPP,0,SUPP,SUPP,95%,0%,2%,93%,SUPP,59%,SUPP,0%,SUPP,SUPP,175,90%,43,84%,132,92%,146,96%,31,SUPP,115,SUPP
1,919,5403,136289,0,Watford Grammar School for Girls,ACC,184,180,0,0,180,14,158,5,3,4,0,98%,0%,0%,98%,8%,86%,3%,2%,2%,0%,10,10,0,0,10,6,4,0,0,0,0,100%,0%,0%,100%,60%,40%,0%,0%,0%,0%,174,170,0,0,170,8,154,5,3,4,0,98%,0%,0%,98%,5%,89%,3%,2%,2%,0%,179,99%,11,SUPP,168,SUPP,181,99%,20,95%,161,99%
1,919,4122,117537,0,The Highfield School,FD,140,132,2,4,126,59,58,8,1,7,1,94%,1%,3%,90%,42%,41%,6%,1%,5%,1%,32,26,SUPP,SUPP,21,15,5,SUPP,SUPP,SUPP,SUPP,81%,SUPP,SUPP,66%,47%,16%,SUPP,SUPP,SUPP,SUPP,108,106,SUPP,SUPP,105,44,53,SUPP,SUPP,SUPP,SUPP,98%,SUPP,SUPP,97%,41%,49%,SUPP,SUPP,SUPP,SUPP,178,93%,49,88%,129,95%,169,93%,45,87%,124,95%
1,919,4104,117530,0,The Nobel School,FD,239,227,4,12,211,78,127,5,1,10,2,95%,2%,5%,88%,33%,53%,2%,SP,4%,1%,37,30,0,3,27,SUPP,14,0,SUPP,SUPP,SUPP,81%,0%,8%,73%,SUPP,38%,0%,SUPP,SUPP,SUPP,202,197,4,9,184,SUPP,113,5,SUPP,SUPP,SUPP,98%,2%,4%,91%,SUPP,56%,2%,SUPP,SUPP,SUPP,239,97%,35,94%,204,98%,234,97%,54,91%,180,98%
1,919,5406,117578,0,Ashlyns School,FD,236,233,1,10,222,70,150,0,2,3,0,99%,SP,4%,94%,30%,64%,0%,1%,1%,0%,26,25,SUPP,SUPP,22,13,9,0,0,1,0,96%,SUPP,SUPP,85%,50%,35%,0%,0%,4%,0%,210,208,SUPP,SUPP,200,57,141,0,2,2,0,99%,SUPP,SUPP,95%,27%,67%,0%,1%,1%,0%,198,98%,19,100%,179,98%,207,98%,28,SUPP,179,SUPP
1,919,4197,136609,0,Sandringham School,ACC,235,230,4,4,222,35,185,0,2,2,3,98%,2%,2%,94%,15%,79%,0%,1%,1%,1%,27,26,0,2,24,10,14,0,0,0,1,96%,0%,7%,89%,37%,52%,0%,0%,0%,4%,208,204,4,2,198,25,171,0,2,2,2,98%,2%,1%,95%,12%,82%,0%,1%,1%,1%,209,99%,24,100%,185,99%,211,98%,24,92%,187,98%
1,919,4036,147785,0,The Grange Academy,AC,183,168,2,8,158,70,86,0,2,14,1,92%,1%,4%,86%,38%,47%,0%,1%,8%,1%,41,36,0,1,35,SUPP,14,0,SUPP,SUPP,SUPP,88%,0%,2%,85%,SUPP,34%,0%,SUPP,SUPP,SUPP,142,132,2,7,123,SUPP,72,0,SUPP,SUPP,SUPP,93%,1%,5%,87%,SUPP,51%,0%,SUPP,SUPP,SUPP,191,95%,36,92%,155,95%,NA,NA,NA,NA,NA,NA
1,919,4031,146305,0,Ridgeway Academy,AC,140,121,5,6,110,78,32,0,0,17,2,86%,4%,4%,79%,56%,23%,0%,0%,12%,1%,46,36,0,2,34,24,10,0,0,SUPP,SUPP,78%,0%,4%,74%,52%,22%,0%,0%,SUPP,SUPP,94,85,5,4,76,54,22,0,0,SUPP,SUPP,90%,5%,4%,81%,57%,23%,0%,0%,SUPP,SUPP,116,91%,47,83%,69,96%,109,89%,25,84%,84,90%
1,919,4009,137288,0,Hitchin Girls' School,ACC,166,163,0,2,161,21,133,5,2,2,1,98%,0%,1%,97%,13%,80%,3%,1%,1%,1%,18,17,0,SUPP,SUPP,5,11,0,SUPP,SUPP,SUPP,94%,0%,SUPP,SUPP,28%,61%,0%,SUPP,SUPP,SUPP,148,146,0,SUPP,SUPP,16,122,5,SUPP,SUPP,SUPP,99%,0%,SUPP,SUPP,11%,82%,3%,SUPP,SUPP,SUPP,166,96%,17,88%,149,97%,164,99%,20,SUPP,144,SUPP
1,919,4014,137847,0,Stanborough School,ACC,182,170,6,4,160,87,73,0,0,11,1,93%,3%,2%,88%,48%,40%,0%,0%,6%,1%,41,34,1,2,31,26,5,0,0,SUPP,SUPP,83%,2%,5%,76%,63%,12%,0%,0%,SUPP,SUPP,141,136,5,2,129,61,68,0,0,SUPP,SUPP,96%,4%,1%,91%,43%,48%,0%,0%,SUPP,SUPP,174,98%,31,94%,143,99%,174,95%,36,89%,138,97%
1,919,5418,137914,0,Saint Joan of Arc Catholic School,ACC,197,190,4,2,184,53,105,26,0,5,2,96%,2%,1%,93%,27%,53%,13%,0%,3%,1%,16,15,1,0,14,5,9,0,0,1,0,94%,6%,0%,88%,31%,56%,0%,0%,6%,0%,181,175,3,2,170,48,96,26,0,4,2,97%,2%,1%,94%,27%,53%,14%,0%,2%,1%,207,96%,19,95%,188,96%,219,97%,19,100%,200,97%
