RECTYPE,LEA,ESTAB,URN,ICLOSE,SCHNAME,NFTYPE,COHORT,OVERALL_DEST,APPREN,EMPLOYMENT,EDUCATION,FE,SCH_6TH,SIXTH_COL,OTHER_EDU,NOT_SUSTAINED,UNKNOWN,OVERALL_DESTPER,APPRENPER,EMPLOYMENTPER,EDUCATIONPER,FEPER,SCH_6THPER,SIXTH_COLPER,OTHER_EDUPER,NOT_SUSTAINEDPER,UNKNOWNPER,COHORT_DIS,OVERALL_DEST_DIS,APPREN_DIS,EMPLOYMENT_DIS,EDUCATION_DIS,FE_DIS,SCH_6TH_DIS,SIXTH_COL_DIS,OTHER_EDU_DIS,NOT_SUSTAINED_DIS,UNKNOWN_DIS,OVERALL_DESTPER_DIS,APPRENPER_DIS,EMPLOYMENTPER_DIS,EDUCATIONPER_DIS,FEPER_DIS,SCH_6THPER_DIS,SIXTH_COLPER_DIS,OTHER_EDUPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,COHORT_NONDIS,OVERALL_DEST_NONDIS,APPREN_NONDIS,EMPLOYMENT_NONDIS,EDUCATION_NONDIS,FE_NONDIS,SCH_6TH_NONDIS,SIXTH_COL_NONDIS,OTHER_EDU_NONDIS,NOT_SUSTAINED_NONDIS,UNKNOWN_NONDIS,OVERALL_DESTPER_NONDIS,APPRENPER_NONDIS,EMPLOYMENTPER_NONDIS,EDUCATIONPER_NONDIS,FEPER_NONDIS,SCH_6THPER_NONDIS,SIXTH_COLPER_NONDIS,OTHER_EDUPER_NONDIS,NOT_SUSTAINEDPER_NONDIS,UNKNOWNPER_NONDIS,COHORT_21,OVERALL_DESTPER_21,COHORT_DIS_21,OVERALL_DESTPER_DIS_21,COHORT_NONDIS_21,OVERALL_DESTPER_NONDIS_21,COHORT_20,OVERALL_DESTPER_20,COHORT_DIS_20,OVERALL_DESTPER_DIS_20,COHORT_NONDIS_20,OVERALL_DESTPER_NONDIS_20
1,919,5413,137895,0,The Saint John Henry Newman Catholic School,ACC,238,235,1,0,234,27,193,12,2,1,2,99%,SP,0%,98%,11%,81%,5%,1%,SP,1%,19,SUPP,SUPP,0,SUPP,7,11,0,SUPP,SUPP,0,SUPP,SUPP,0%,SUPP,37%,58%,0%,SUPP,SUPP,0%,219,SUPP,SUPP,0,SUPP,20,182,12,SUPP,SUPP,2,SUPP,SUPP,0%,SUPP,9%,83%,5%,SUPP,SUPP,1%,238,99%,33,97%,205,99%,227,98%,20,100%,207,98%
1,919,5414,138042,0,The Marlborough Science Academy,ACC,207,199,5,5,189,78,107,0,4,8,0,96%,2%,2%,91%,38%,52%,0%,2%,4%,0%,42,38,0,3,35,18,17,0,0,4,0,90%,0%,7%,83%,43%,40%,0%,0%,10%,0%,165,161,5,2,154,60,90,0,4,4,0,98%,3%,1%,93%,36%,55%,0%,2%,2%,0%,192,96%,45,89%,147,98%,196,95%,48,88%,148,98%
1,919,5415,137532,0,Goffs Academy,ACC,209,201,7,7,187,62,125,0,0,8,0,96%,3%,3%,89%,30%,60%,0%,0%,4%,0%,38,34,2,1,31,17,14,0,0,4,0,89%,5%,3%,82%,45%,37%,0%,0%,11%,0%,171,167,5,6,156,45,111,0,0,4,0,98%,3%,4%,91%,26%,65%,0%,0%,2%,0%,207,97%,26,92%,181,97%,209,96%,40,93%,169,97%
1,919,5416,137156,0,Leventhorpe,ACC,177,171,0,3,168,60,103,3,2,5,1,97%,0%,2%,95%,34%,58%,2%,1%,3%,1%,30,29,0,0,29,13,15,1,0,SUPP,SUPP,97%,0%,0%,97%,43%,50%,3%,0%,SUPP,SUPP,147,142,0,3,139,47,88,2,2,SUPP,SUPP,97%,0%,2%,95%,32%,60%,1%,1%,SUPP,SUPP,179,98%,11,SUPP,168,SUPP,171,96%,14,86%,157,97%
1,919,5417,137922,0,Saint Michael's Catholic High School,ACC,186,179,1,4,174,58,112,2,2,5,2,96%,1%,2%,94%,31%,60%,1%,1%,3%,1%,27,25,SUPP,SUPP,21,10,10,SUPP,SUPP,2,0,93%,SUPP,SUPP,78%,37%,37%,SUPP,SUPP,7%,0%,159,154,SUPP,SUPP,153,48,102,SUPP,SUPP,3,2,97%,SUPP,SUPP,96%,30%,64%,SUPP,SUPP,2%,1%,175,94%,24,79%,151,97%,180,97%,20,95%,160,98%
1,919,5418,137914,0,Saint Joan of Arc Catholic School,ACC,207,199,2,3,194,62,110,21,1,4,4,96%,1%,1%,94%,30%,53%,10%,SP,2%,2%,19,18,0,1,17,5,10,SUPP,SUPP,0,1,95%,0%,5%,89%,26%,53%,SUPP,SUPP,0%,5%,188,181,2,2,177,57,100,SUPP,SUPP,4,3,96%,1%,1%,94%,30%,53%,SUPP,SUPP,2%,2%,219,97%,19,100%,200,97%,207,97%,15,93%,192,97%
1,919,5419,147246,0,Chancellor's School,ACC,181,177,5,5,167,45,119,0,3,3,1,98%,3%,3%,92%,25%,66%,0%,2%,2%,1%,17,16,0,0,16,6,10,0,0,SUPP,SUPP,94%,0%,0%,94%,35%,59%,0%,0%,SUPP,SUPP,164,161,5,5,151,39,109,0,3,SUPP,SUPP,98%,3%,3%,92%,24%,66%,0%,2%,SUPP,SUPP,175,95%,20,85%,155,97%,173,98%,18,94%,155,98%
1,919,5420,140786,0,The Hertfordshire & Essex High School and Science College,ACC,186,183,1,0,182,26,143,11,2,3,0,98%,1%,0%,98%,14%,77%,6%,1%,2%,0%,19,18,SUPP,0,SUPP,5,11,SUPP,0,1,0,95%,SUPP,0%,SUPP,26%,58%,SUPP,0%,5%,0%,167,165,SUPP,0,SUPP,21,132,SUPP,2,2,0,99%,SUPP,0%,SUPP,13%,79%,SUPP,1%,1%,0%,160,99%,12,SUPP,148,SUPP,185,100%,9,100%,176,100%
1,919,5421,136901,0,St Clement Danes School,ACC,236,231,2,3,226,45,177,2,2,2,3,98%,1%,1%,96%,19%,75%,1%,1%,1%,1%,15,15,0,1,14,4,9,SUPP,SUPP,0,0,100%,0%,7%,93%,27%,60%,SUPP,SUPP,0%,0%,221,216,2,2,212,41,168,SUPP,SUPP,2,3,98%,1%,1%,96%,19%,76%,SUPP,SUPP,1%,1%,204,100%,11,SUPP,193,SUPP,202,100%,11,100%,191,100%
1,919,5422,148499,0,St Mary's Catholic School,ACC,157,156,3,1,152,35,111,3,3,1,0,99%,2%,1%,97%,22%,71%,2%,2%,1%,0%,9,SUPP,SUPP,SUPP,7,4,2,0,1,SUPP,0,SUPP,SUPP,SUPP,78%,44%,22%,0%,11%,SUPP,0%,148,SUPP,SUPP,SUPP,145,31,109,3,2,SUPP,0,SUPP,SUPP,SUPP,98%,21%,74%,2%,1%,SUPP,0%,154,99%,19,SUPP,135,SUPP,151,96%,8,88%,143,97%
1,919,5423,138360,0,St Mary's Church of England High School (VA),ACC,236,224,2,9,213,86,112,13,2,11,1,95%,1%,4%,90%,36%,47%,6%,1%,5%,SP,67,61,0,3,58,29,25,SUPP,SUPP,SUPP,SUPP,91%,0%,4%,87%,43%,37%,SUPP,SUPP,SUPP,SUPP,169,163,2,6,155,57,87,SUPP,SUPP,SUPP,SUPP,96%,1%,4%,92%,34%,51%,SUPP,SUPP,SUPP,SUPP,188,97%,48,92%,140,99%,191,98%,61,98%,130,98%
1,919,5425,145297,0,Goffs - Churchgate Academy,ACC,45,42,1,0,41,19,22,0,0,2,1,93%,2%,0%,91%,42%,49%,0%,0%,4%,2%,13,SUPP,SUPP,0,SUPP,SUPP,7,0,0,0,SUPP,SUPP,SUPP,0%,SUPP,SUPP,54%,0%,0%,0%,SUPP,32,SUPP,SUPP,0,SUPP,SUPP,15,0,0,2,SUPP,SUPP,SUPP,0%,SUPP,SUPP,47%,0%,0%,6%,SUPP,53,94%,20,SUPP,33,SUPP,47,96%,16,SUPP,31,SUPP
1,919,5426,136607,0,The John Warner School,ACC,219,211,6,7,198,66,130,1,1,6,2,96%,3%,3%,90%,30%,59%,SP,SP,3%,1%,38,34,0,2,32,18,13,SUPP,SUPP,SUPP,SUPP,89%,0%,5%,84%,47%,34%,SUPP,SUPP,SUPP,SUPP,181,177,6,5,166,48,117,SUPP,SUPP,SUPP,SUPP,98%,3%,3%,92%,27%,65%,SUPP,SUPP,SUPP,SUPP,208,95%,44,95%,164,95%,209,94%,34,85%,175,96%
1,919,5427,136482,0,Hockerill Anglo-European College,ACC,121,117,0,0,117,4,105,5,3,2,2,97%,0%,0%,97%,3%,87%,4%,2%,2%,2%,8,8,0,0,8,SUPP,4,1,SUPP,0,0,100%,0%,0%,100%,SUPP,50%,13%,SUPP,0%,0%,113,109,0,0,109,SUPP,101,4,SUPP,2,2,96%,0%,0%,96%,SUPP,89%,4%,SUPP,2%,2%,115,93%,9,89%,106,93%,119,96%,7,100%,112,96%
1,919,6905,135876,0,Future Academies Watford,AC,188,176,6,10,160,82,77,0,1,11,1,94%,3%,5%,85%,44%,41%,0%,1%,6%,1%,58,54,2,4,48,31,SUPP,0,SUPP,SUPP,SUPP,93%,3%,7%,83%,53%,SUPP,0%,SUPP,SUPP,SUPP,130,122,4,6,112,51,SUPP,0,SUPP,SUPP,SUPP,94%,3%,5%,86%,39%,SUPP,0%,SUPP,SUPP,SUPP,185,97%,51,98%,134,96%,183,92%,54,91%,129,92%
2,919,7003,147679,0,Brandles School,ACS,11,7,0,0,7,7,0,0,0,4,0,64%,0%,0%,64%,64%,0%,0%,0%,36%,0%,9,SUPP,0,0,SUPP,SUPP,0,0,0,SUPP,0,SUPP,0%,0%,SUPP,SUPP,0%,0%,0%,SUPP,0%,2,SUPP,0,0,SUPP,SUPP,0,0,0,SUPP,0,SUPP,0%,0%,SUPP,SUPP,0%,0%,0%,SUPP,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,919,7004,141251,0,Pinewood School,ACCS,35,34,0,0,34,32,0,0,2,1,0,97%,0%,0%,97%,91%,0%,0%,6%,3%,0%,15,SUPP,0,0,SUPP,14,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,93%,0%,0%,SUPP,SUPP,0%,20,SUPP,0,0,SUPP,18,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,90%,0%,0%,SUPP,SUPP,0%,34,97%,14,SUPP,20,SUPP,24,100%,9,100%,15,100%
2,919,7006,117665,0,St Elizabeth's School,NMSS,7,7,0,0,7,0,0,0,7,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,8,100%,4,SUPP,4,SUPP
2,919,7007,138485,0,Knightsfield School,ACCS,6,6,0,0,6,5,1,0,0,0,0,100%,0%,0%,100%,83%,17%,0%,0%,0%,0%,2,SUPP,0,0,SUPP,SUPP,SUPP,0,0,0,0,SUPP,0%,0%,SUPP,SUPP,SUPP,0%,0%,0%,0%,4,SUPP,0,0,SUPP,SUPP,SUPP,0,0,0,0,SUPP,0%,0%,SUPP,SUPP,SUPP,0%,0%,0%,0%,8,100%,SUPP,SUPP,SUPP,SUPP,4,SUPP,0,SUPP,4,SUPP
2,919,7008,117667,0,Garston Manor School,CYS,29,27,0,0,27,26,0,0,1,2,0,93%,0%,0%,93%,90%,0%,0%,3%,7%,0%,10,SUPP,0,0,SUPP,8,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,80%,0%,0%,SUPP,SUPP,0%,19,SUPP,0,0,SUPP,18,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,95%,0%,0%,SUPP,SUPP,0%,26,92%,11,SUPP,15,SUPP,20,100%,4,SUPP,16,100%
2,919,7010,117669,0,The Valley School,CYS,29,26,0,0,26,25,0,0,1,3,0,90%,0%,0%,90%,86%,0%,0%,3%,10%,0%,15,SUPP,0,0,SUPP,13,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,87%,0%,0%,SUPP,SUPP,0%,14,SUPP,0,0,SUPP,12,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,86%,0%,0%,SUPP,SUPP,0%,29,90%,17,94%,12,83%,25,92%,18,SUPP,7,SUPP
2,919,7012,117671,0,St Luke's School,FDS,24,24,0,0,24,22,0,0,2,0,0,100%,0%,0%,100%,92%,0%,0%,8%,0%,0%,11,11,0,0,11,11,0,0,0,0,0,100%,0%,0%,100%,100%,0%,0%,0%,0%,0%,13,13,0,0,13,11,0,0,2,0,0,100%,0%,0%,100%,85%,0%,0%,15%,0%,0%,18,94%,11,SUPP,7,SUPP,18,100%,5,SUPP,13,100%
2,919,7013,117672,0,The Collett School,CYS,16,15,0,0,15,14,0,0,1,1,0,94%,0%,0%,94%,88%,0%,0%,6%,6%,0%,7,SUPP,0,0,SUPP,6,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,86%,0%,0%,SUPP,SUPP,0%,9,SUPP,0,0,SUPP,8,0,0,SUPP,SUPP,0,SUPP,0%,0%,SUPP,89%,0%,0%,SUPP,SUPP,0%,11,91%,3,SUPP,8,SUPP,15,87%,7,SUPP,8,SUPP
2,919,7014,142257,0,Hailey Hall School,ACCS,14,13,0,2,11,11,0,0,0,1,0,93%,0%,14%,79%,79%,0%,0%,0%,7%,0%,8,SUPP,0,SUPP,6,6,0,0,0,SUPP,0,SUPP,0%,SUPP,75%,75%,0%,0%,0%,SUPP,0%,6,SUPP,0,SUPP,5,5,0,0,0,SUPP,0,SUPP,0%,SUPP,83%,83%,0%,0%,0%,SUPP,0%,17,88%,12,SUPP,5,SUPP,12,75%,5,SUPP,7,SUPP
2,919,7016,117674,0,Batchwood School,CYS,20,16,0,1,15,14,0,0,1,3,1,80%,0%,5%,75%,70%,0%,0%,5%,15%,5%,9,6,0,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,67%,0%,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,11,10,0,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,91%,0%,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,13,62%,11,SUPP,2,SUPP,14,50%,11,SUPP,3,SUPP
2,919,7022,117679,0,Lonsdale School,CYS,9,9,0,0,9,0,1,0,8,0,0,100%,0%,0%,100%,0%,11%,0%,89%,0%,0%,4,SUPP,0,0,SUPP,0,SUPP,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,SUPP,0%,SUPP,0%,0%,5,SUPP,0,0,SUPP,0,SUPP,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,SUPP,0%,SUPP,0%,0%,9,78%,4,SUPP,5,SUPP,11,100%,6,100%,5,SUPP
2,919,7023,117680,0,Lakeside School,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,0,SUPP,3,SUPP
2,919,7024,117681,0,Breakspeare School,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,1,SUPP,2,SUPP,6,83%,3,SUPP,3,SUPP
2,919,7025,117682,0,Woodfield School,CYS,6,6,0,0,6,0,0,0,6,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,4,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,2,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,2,SUPP,0,SUPP,2,SUPP,3,SUPP,1,SUPP,2,SUPP
2,919,7026,117683,0,Watling View School,CYS,8,8,0,0,8,0,0,0,8,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,1,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,7,7,0,0,7,0,0,0,7,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,7,100%,3,SUPP,4,SUPP,5,SUPP,3,SUPP,2,SUPP
2,919,7028,117684,0,Amwell View School,CYS,6,6,0,0,6,0,0,0,6,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,1,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,5,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,8,100%,6,100%,2,SUPP,8,100%,1,SUPP,7,100%
2,919,7032,117685,0,Heathlands School,CYS,10,10,0,0,10,5,1,0,4,0,0,100%,0%,0%,100%,50%,10%,0%,40%,0%,0%,5,SUPP,0,0,SUPP,SUPP,SUPP,0,SUPP,0,0,SUPP,0%,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,5,SUPP,0,0,SUPP,SUPP,SUPP,0,SUPP,0,0,SUPP,0%,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,15,100%,5,SUPP,10,100%,7,71%,4,SUPP,3,SUPP
2,919,7033,117686,0,Falconer School,CYS,18,11,1,2,8,8,0,0,0,4,3,61%,6%,11%,44%,44%,0%,0%,0%,22%,17%,13,7,SUPP,SUPP,5,5,0,0,0,SUPP,SUPP,54%,SUPP,SUPP,38%,38%,0%,0%,0%,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,SUPP,SUPP,19,79%,10,SUPP,9,SUPP,17,65%,14,SUPP,3,SUPP
2,919,7042,117690,0,Greenside School,CYS,9,9,0,0,9,0,0,0,9,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,2,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,7,7,0,0,7,0,0,0,7,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,6,100%,2,SUPP,4,SUPP,7,100%,3,SUPP,4,SUPP
LA,919,,,,,,13494,13009,233,333,12443,3847,8155,245,196,414,71,96%,2%,3%,92%,29%,60%,2%,2%,3%,SP,2210,2010,35,105,1875,1070,740,25,35,190,10,91%,2%,5%,85%,48%,34%,1%,2%,9%,SP,11280,11000,200,230,10570,2780,7415,220,160,225,60,98%,2%,2%,94%,25%,66%,2%,1%,2%,SP,13202,96%,2335,90%,10865,98%,12882,96%,2080,90%,10805,97%
NAT,,,,,,,576305,540593,19186,22460,498947,199039,213761,73840,12307,30046,5666,94%,3%,4%,87%,35%,37%,13%,2%,5%,1%,152219,133641,3746,8269,121626,64818,36800,14865,5143,16315,2263,88%,3%,5%,80%,43%,24%,10%,3%,11%,2%,424086,406952,15440,14191,377321,134221,176961,58975,7164,13731,3403,96%,4%,3%,89%,32%,42%,14%,2%,3%,1%,562393,94%,146424,89%,415969,96%,543029,94%,144025,88%,399004,96%
