LA,ESTAB,URN,PERCTOT,PPERSABS10
919,2151,117180,6.7,19.4
919,2153,117181,8.7,26.7
919,2154,117182,6.6,20.5
919,2155,117183,6.6,20.5
919,2156,145351,5.5,15.5
919,2165,117186,7.9,23.6
919,2166,117187,6.6,19.9
919,2168,117188,8.1,21.6
919,2169,117189,6.1,16.8
919,2177,117193,6.5,18
919,2178,117194,8.3,24.8
919,2181,117195,8.5,29.2
919,2184,117197,4.4,8.9
919,2188,117200,8.3,30.1
919,2193,117202,8.5,29.8
919,2198,117206,6.1,16.3
919,2203,117211,4.1,6.1
919,2206,146878,4.8,7.8
919,2210,117214,8.7,23.7
919,2219,117217,7.7,23.5
919,2223,117218,9.9,38.7
919,2224,117219,5.5,14.3
919,2225,117220,4.7,9.4
919,2226,117221,6.8,18
919,2227,117222,3.8,7.2
919,2228,117223,9.4,30.3
919,2229,117224,5.7,14
919,2235,143786,6.5,20.9
919,2237,117227,6,18.5
919,2240,117229,6.9,17.5
919,2242,117230,4.8,12
919,2243,117231,7.6,23.8
919,2250,117233,7,18.7
919,2251,117234,5.8,18.5
919,2252,117235,6.8,16.9
919,2253,117236,7.2,16.6
919,2258,148875,3.4,5.9
919,2261,117242,5.2,11.1
919,2263,117243,5.1,11
919,2266,117245,4.4,6.5
919,2274,117249,4.7,9.8
919,2280,117250,5,10.8
919,2283,117252,5.3,14.4
919,2287,117253,4.1,8.2
919,2288,117254,7.1,22.5
919,2289,117255,7.1,24.1
919,2293,117256,5.1,10.5
919,2296,145257,5.2,13.2
919,2299,117258,3.4,5.1
919,2300,117259,8.1,21.7
919,2301,117260,6.1,10.8
919,2302,117261,5.9,14.6
919,2304,117263,8.1,25.6
919,2308,117266,7.8,25
919,2311,146893,5.4,9.9
919,2312,117269,7.2,20.8
919,2314,117270,7.9,28
919,2316,117271,5.8,17.2
919,2317,117272,6.3,20.5
919,2322,117274,5.1,9.9
919,2326,117276,5.1,9.5
919,2327,117277,6.3,20.2
919,2331,117278,5.4,9.5
919,2332,117279,4.5,8.2
919,2333,117280,3.8,6.1
919,2336,117281,4.1,8.5
919,2337,137238,7.7,23.9
919,2338,117283,4.9,10.1
919,2339,117284,7.5,23.4
919,2343,148710,7.5,21
919,2344,140708,3.8,4.2
919,2348,117289,4.7,11.5
919,2349,117290,8.4,28
919,2353,117292,4.3,7.3
919,2354,117293,5,8.7
919,2356,117294,5.1,12.8
919,2360,117296,5.8,16
919,2362,117297,4.2,4.6
919,2364,117298,5,11.2
919,2365,149206,5.1,9.1
919,2372,145256,5,8.8
919,2375,117302,7.1,21.3
919,2378,117303,6.1,18.6
919,2379,117304,4.2,8.2
919,2380,117305,5.8,15.3
919,2381,117306,6.7,17.6
919,2384,143410,6.3,11.7
919,2385,144908,4.6,7
919,2386,117309,5.9,14
919,2387,117310,5,11.6
919,2389,117311,4.9,11.2
919,2390,140707,3.9,5.6
919,2391,117313,6.7,20.7
919,2392,117314,3.6,5.2
919,2393,117315,4.4,7.3
919,2394,117316,8.8,28.7
919,2395,117317,5.7,16.3
919,2397,117319,4.8,11.4
919,2398,143603,6.8,21.4
919,2401,147879,6,15.7
919,2405,117322,5.9,16.7
919,2406,117323,5.6,10.7
919,2407,117324,5.7,13.9
919,2411,117326,5.4,12
919,2412,117327,5.2,13.4
919,2414,117328,5.9,14.5
919,2415,117329,6.7,18.2
919,2416,117330,4.4,10.5
919,2417,117331,5.8,15.1
919,2422,117333,7.1,25.4
919,2424,117334,5.5,10.7
919,2426,117335,7.4,24.4
919,2427,117336,8.1,27.4
919,2428,117337,4,6
919,2429,143409,6.3,17
919,2432,145353,6.4,21.3
919,2433,117340,6.4,16.5
919,2436,145255,4.8,7
919,2437,117342,3.2,4.9
919,2442,117345,6.8,21.8
919,2443,117346,5.6,14.3
919,2444,145969,5.2,11.8
919,2448,117349,6.3,15.1
919,2451,117352,9.4,29.3
919,2452,117353,5,12.1
919,2454,137943,4.4,7
919,2457,117358,4.8,7.6
919,2462,117361,4.7,8.2
919,2464,117363,6.5,19.5
919,2465,117364,5,12.3
919,2466,117365,5.4,13.9
919,2467,117366,6.3,17.9
919,2468,117367,6.7,18.6
919,2469,117368,4.9,10.4
919,2980,117369,5,9.5
919,2982,117370,5.9,15.7
919,2985,117371,10.1,38.7
919,2991,117374,6.3,14.8
919,2994,117376,4,7.4
919,2995,117377,7.8,24.8
919,2996,117378,4.2,6.8
919,2997,117379,8.9,33.5
919,3000,117382,4.8,10.2
919,3003,147818,6.2,20.5
919,3004,117384,8.4,26
919,3005,117385,4.8,10.1
919,3006,117386,7.6,27
919,3007,117387,6.7,23
919,3008,117388,9.1,22.2
919,3009,117389,6.7,27.4
919,3011,117390,8.7,26.3
919,3012,117391,5.3,14.1
919,3013,117392,4.3,7.6
919,3015,117393,9.9,28
919,3016,117394,3.8,8.5
919,3018,117395,7.2,17.3
919,3020,117396,7.2,20
919,3025,117397,7.6,22.9
919,3026,117398,5.2,7.4
919,3029,117400,5.4,11.2
919,3030,117401,4.3,7.8
919,3032,117402,5.1,11.5
919,3034,117403,6.8,16.4
919,3037,146723,5,9
919,3038,117405,6.4,20
919,3039,117406,7.2,21.1
919,3040,117407,5.9,13
919,3041,117408,7.2,17.5
919,3042,117409,4.2,9.7
919,3043,117410,5.7,15.6
919,3047,117413,3.9,4.8
919,3049,117414,6.9,19.9
919,3053,117415,6.3,16.9
919,3054,117416,5.2,13.6
919,3301,117417,5.2,8.8
919,3302,117418,4.7,10.9
919,3303,117419,5.7,11.9
919,3306,117420,7.7,21.5
919,3307,117421,4,6.5
919,3308,117422,9.1,40
919,3314,117423,4.8,10.9
919,3315,117424,4.9,8.9
919,3318,148491,4.9,10.6
919,3319,117426,5.8,13.3
919,3326,117428,10.6,37.7
919,3327,148492,4.3,8.8
919,3329,117430,4.8,10.8
919,3333,117431,9.7,38
919,3334,117432,7.9,21.5
919,3335,117433,6.6,21.3
919,3336,117434,4.1,6.2
919,3339,117435,4.6,12
919,3341,148493,5.3,12.2
919,3344,117437,4.6,10.2
919,3345,148494,4.6,9.8
919,3347,117439,5.4,9.5
919,3348,117440,5.3,14.7
919,3349,117441,6.6,14.9
919,3350,117442,5.5,13.9
919,3352,117443,3.4,2.5
919,3353,117444,6.1,10.6
919,3357,117445,6.2,17.4
919,3358,117446,5.9,13
919,3359,117447,6.1,14.5
919,3360,117448,5.1,13.4
919,3361,117449,4.6,7.6
919,3363,117451,4.6,9.4
919,3364,117452,8,20
919,3366,117453,10.6,26
919,3367,148495,7,18.3
919,3368,117455,5.3,14.5
919,3369,117456,6.2,18.7
919,3370,117457,5.2,9.4
919,3371,117458,5,10.5
919,3373,117459,5,10.6
919,3376,117460,5.2,12.7
919,3378,117461,8.7,18.9
919,3379,117462,3.9,7.3
919,3380,117463,4,5.7
919,3382,117464,6.2,13
919,3383,117465,5.5,12.4
919,3384,117466,4.7,7.1
919,3385,117467,4,5.4
919,3386,117468,4.7,9.1
919,3388,117469,4.5,11.1
919,3389,117470,5.9,9.8
919,3391,117471,6.5,17
919,3393,117472,5.3,10.2
919,3394,117473,6,14.1
919,3397,117474,4.3,6
919,3398,146859,6.1,15.9
919,3399,138322,6.3,18.5
919,3400,138354,4,7.7
919,3401,117478,4.2,7.1
919,3402,117479,5.1,12
919,3403,148990,4.5,10.1
919,3404,117481,3.7,6.3
919,3406,140238,3.6,4.8
919,3408,148496,6.3,13.8
919,3409,117484,6.5,14.6
919,3410,146922,4.8,8.9
919,3413,138316,6.6,19.1
919,3415,117488,5.1,9.7
919,3416,117489,5.2,14.9
919,3419,117490,5.1,12.6
919,3421,117491,4.5,7.6
919,3423,117492,7.3,25.7
919,3424,148498,5.2,13.2
919,3428,117495,5.5,15.8
919,3975,117496,4.7,8.8
919,3976,117497,11.1,31.8
919,3977,117498,5.9,14.9
919,3978,133773,6.3,17.3
919,3979,141851,4.5,9.9
919,3981,144907,5.3,13.8
919,3983,135083,7.4,23
919,3984,135084,5.5,11.7
919,3985,146903,5.3,10.4
919,3986,137351,5.1,10.5
919,3987,135221,6.5,15.9
919,3988,135222,10.8,36.4
919,3989,135223,7,23.4
919,3990,135224,7.3,23.2
919,3991,144909,9,31.3
919,3992,135528,4.9,9
919,4000,117499,7.2,18.1
919,4001,138747,11.1,33.7
919,4003,138582,5.7,15.8
919,4004,139416,11,34.4
919,4005,117500,7.8,22.5
919,4006,139873,6.1,13.9
919,4007,139662,8.6,28.4
919,4008,139154,5.9,13.5
919,4009,137288,8.7,29.7
919,4010,117504,11,33.8
919,4011,137038,8.3,25
919,4013,137985,7.5,26
919,4014,137847,7,18.8
919,4016,136608,7.6,21.1
919,4017,140037,8.4,22.4
919,4021,141004,16.3,54.5
919,4022,142051,7.8,22.3
919,4024,143131,7.7,24.4
919,4025,144402,8.8,24.2
919,4026,144623,10,31.3
919,4028,137270,4.6,8.6
919,4030,145890,7.2,15.4
919,4031,146305,13.6,38.9
919,4032,145430,13.2,41.4
919,4033,146440,13.1,35.5
919,4035,147535,9.9,30.1
919,4036,147785,8.9,27.6
919,4037,149078,5.2,11.2
919,4043,138286,5.7,12.2
919,4066,117518,10.7,29.5
919,4067,140294,6.4,14.2
919,4070,136973,6.3,14.1
919,4080,137110,9.9,26.8
919,4083,137339,8,21.6
919,4096,139036,8.5,25.6
919,4099,137757,7.4,20.3
919,4101,136396,6.1,16.1
919,4104,117530,7.8,24.1
919,4111,140049,8.9,26.8
919,4116,117534,9.6,26
919,4117,138484,12.3,40.9
919,4118,138632,9.9,26.1
919,4122,117537,10.8,28.4
919,4140,137656,7.7,20.1
919,4141,137002,8.4,23.3
919,4144,117541,3.3,3.6
919,4146,140249,7.6,24.1
919,4197,136609,5.6,12.6
919,4200,137637,9.9,34.4
919,4498,137090,5.8,13.7
919,4499,117552,12.7,38.2
919,4504,138352,10.5,34
919,4506,117554,9,26.6
919,4606,117555,11.3,36.6
919,4614,138356,7,29
919,4619,117557,8.1,25.7
919,4620,138106,9.2,35.3
919,4627,117559,6.7,16
919,4802,136922,6.4,13.7
919,5200,138292,5.5,16.9
919,5201,139507,4.7,8.9
919,5202,117562,6.3,17.8
919,5203,117563,5,10.6
919,5204,117564,7.4,29.2
919,5205,117565,5.4,10.7
919,5206,138215,5.4,14.5
919,5207,117567,5.1,12.7
919,5208,137861,10.3,36.2
919,5209,117569,6.5,22.8
919,5210,117570,4.9,7.6
919,5211,138288,5.8,14.7
919,5212,141898,6.1,18.8
919,5213,131456,4.8,8.9
919,5400,136606,5.5,10.9
919,5401,136276,6.7,20.1
919,5403,136289,6.6,20.5
919,5404,136899,6.5,21.4
919,5405,117577,5.4,10.3
919,5406,117578,8.3,21.6
919,5407,136554,6.1,13.8
919,5408,137872,13.7,42.5
919,5410,136877,7.4,18.2
919,5411,137224,10,32.2
919,5412,137938,5.4,12.4
919,5413,137895,6.2,16.8
919,5414,138042,9.3,29.1
919,5415,137532,7.3,21.2
919,5416,137156,8.6,27.3
919,5417,137922,7,19.2
919,5418,137914,7.5,20.7
919,5419,147246,7.8,24.2
919,5420,140786,7.4,21.1
919,5421,136901,6.7,23.5
919,5422,148499,7.1,22.8
919,5423,138360,9,27.5
919,5425,145297,8.2,24.1
919,5426,136607,12.4,43.5
919,5427,136482,7.5,23
919,6905,135876,11.5,32.4
919,7003,147679,28.7,77.1
919,7004,141251,10,25.9
919,7006,117665,11.5,33.3
919,7007,138485,7.4,23.7
919,7008,117667,9.9,25
919,7010,117669,8.6,27.4
919,7011,117670,11.8,29.2
919,7012,117671,12.4,35.2
919,7013,117672,11.7,33.6
919,7014,142257,17,51.9
919,7016,117674,27.9,67.3
919,7019,117676,8.9,28.2
919,7022,117679,13.8,53.3
919,7023,117680,10.6,34.1
919,7024,117681,13.9,48.3
919,7025,117682,13,42.7
919,7026,117683,15.3,35
919,7028,117684,11.9,36.1
919,7032,117685,9.3,29.7
919,7033,117686,38.5,77.3
919,7034,143604,9.2,30.9
919,7041,137997,7.4,20.8
919,7042,117690,11.8,38.1
919,7043,117691,18.2,54.5
919,7044,130362,9.2,24.1
919,7047,131319,13.3,44.3
919,PRI,,5.7,14.6
919,SEC,,8.2,23.7
919,SPE,,13,37.4
NAT,PRI,,5.9,16.2
NAT,SEC,,9,26.5
NAT,SPE,,13,38.3
