RECTYPE,ALPHAIND,REGION,LASORT,LEA,ESTAB,URN,PCON_CODE,PCON_NAME,SCHNAME_AC,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,CONTFLAG,NFTYPE/FESITYPE,RELDENOM,ADMPOL,ADMPOL_PT,GEND1618,FEEDER,AGERANGE,ICLOSE,TABKS2,TAB15,CONFEXAM,DUMMY,TPUP1618,TALLPUP_1618,TALLPUP_ALEV_1618,TALLPPE_ALEV_1618,TALLPPEGRD_ALEV_1618,TINCLUDE_B3,TB3PTSE,TB3PTSE_GRD,TINCLUDE_AAB_2FAC,PTAAB_2FAC,TALLPUP_ACAD_1618,TALLPPE_ACAD_1618,TALLPPEGRD_ACAD_1618,TALLPUP_AGEN,TALLPPE_AGEN,TALLPPEGRD_AGEN,TALLPUP_TLEV,TALLPPE_TLEV,TALLPPEGRD_TLEV,TALLPUP_TLEVDENOM,TLEV_PER,TALLPUP_AGENDENOM,AGEN_PER,T_SCOPEEX_E,PROGEX_E,ENTRY_PER_E,T_SCOPEEX_M,PROGEX_M,ENTRY_PER_M,TALLPUP_SCOPE_L3M,L3M_PER,T_InScope_ALEV_Ret,PT_Retained_ALEV_Ret,PT_Ret_Assessed_ALEV,T_InScope_ALEV_2ndYr,PT_Retained_ALEV_2ndYr,T_InScope_ACAD_Ret,PT_Retained_ACAD_Ret,PT_Ret_Assessed_ACAD,T_InScope_ACAD_2ndYr,PT_Retained_ACAD_2ndYr,T_InScope_AGEN_Ret,PT_Retained_AGEN_Ret,PT_Ret_Assessed_AGEN,T_InScope_AGEN_2ndYr,PT_Retained_AGEN_2ndYr,T_InScope_TLEV_Ret,PT_Retained_TLEV_Ret,PT_Ret_Assessed_TLEV,T_InScope_TLEV_2ndYr,PT_Retained_TLEV_2ndYr,TALLPUP_TechCert,TALLPPE_TechCert,TALLPPEGRD_TechCert,T_InScope_TechCert_Ret,PT_Retained_TechCert_Ret,PT_Ret_Assessed_TechCert,TALLPUP_ANYL2VOC,TechCert_PER,TALLPUP_1618_DIS,TALLPUP_ALEV_1618_DIS,TALLPPE_ALEV_1618_DIS,TALLPPEGRD_ALEV_DIS,TALLPUP_ACAD_1618_DIS,TALLPPE_ACAD_1618_DIS,TALLPPEGRD_ACAD_DIS,TALLPUP_AGEN_DIS,TALLPPE_AGEN_DIS,TALLPPEGRD_AGEN_DIS,TALLPUP_TLEV_DIS,TALLPPE_TLEV_DIS,TALLPPEGRD_TLEV_DIS,T_SCOPEEX_E_DIS,PROGEX_E_DIS,T_SCOPEEX_M_DIS,PROGEX_M_DIS,T_InScope_ALEV_Ret_DIS,PT_Retained_ALEV_Ret_DIS,T_InScope_ACAD_Ret_DIS,PT_Retained_ACAD_Ret_DIS,T_InScope_AGEN_Ret_DIS,PT_Retained_AGEN_Ret_DIS,T_InScope_TLEV_Ret_DIS,PT_Retained_TLEV_Ret_DIS,TALLPUP_TechCert_DIS,TALLPPE_TechCert_DIS,TALLPPEGRD_TechCert_DIS,T_InScope_TechCert_Ret_DIS,PT_Retained_TechCert_Ret_DIS,TALLPUP_1618_NOTDIS,TALLPUP_ALEV_1618_NOTDIS,TALLPPE_ALEV_1618_NOTDIS,TALLPPEGRD_ALEV_NOTDIS,TALLPUP_ACAD_1618_NOTDIS,TALLPPE_ACAD_1618_NOTDIS,TALLPPEGRD_ACAD_NOTDIS,TALLPUP_AGEN_NOTDIS,TALLPPE_AGEN_NOTDIS,TALLPPEGRD_AGEN_NOTDIS,TALLPUP_TLEV_NOTDIS,TALLPPE_TLEV_NOTDIS,TALLPPEGRD_TLEV_NOTDIS,T_SCOPEEX_E_NOTDIS,PROGEX_E_NOTDIS,T_SCOPEEX_M_NOTDIS,PROGEX_M_NOTDIS,T_InScope_ALEV_Ret_NOTDIS,PT_Retained_ALEV_Ret_NOTDIS,T_InScope_ACAD_Ret_NOTDIS,PT_Retained_ACAD_Ret_NOTDIS,T_InScope_AGEN_Ret_NOTDIS,PT_Retained_AGEN_Ret_NOTDIS,T_InScope_TLEV_Ret_NOTDIS,PT_Retained_TLEV_Ret_NOTDIS,TALLPUP_TechCert_NOTDIS,TALLPPE_TechCert_NOTDIS,TALLPPEGRD_TechCert_NOTDIS,T_InScope_TechCert_Ret_NOTDIS,PT_Retained_TechCert_Ret_NOTDIS,ENTRIES_ALEV,VA_INS_ALEV,UCI_INS_ALEV,LCI_INS_ALEV,PROGRESS_BAND_ALEV,ENTRIES_ACAD,VA_INS_ACAD,UCI_INS_ACAD,LCI_INS_ACAD,PROGRESS_BAND_ACAD,ENTRIES_AGEN,VA_INS_AGEN,UCI_INS_AGEN,LCI_INS_AGEN,PROGRESS_BAND_AGEN,ENTRIES_TLEV,VA_INS_TLEV,UCI_INS_TLEV,LCI_INS_TLEV,PROGRESS_BAND_TLEV,ENTRIES_TECHCERT,VA_INS_TECHCERT,UCI_INS_TECHCERT,LCI_INS_TECHCERT,PROGRESS_BAND_TECHCERT,ENTRIES_ALEV_DIS,VA_INS_ALEV_DIS,UCI_INS_ALEV_DIS,LCI_INS_ALEV_DIS,ENTRIES_ACAD_DIS,VA_INS_ACAD_DIS,UCI_INS_ACAD_DIS,LCI_INS_ACAD_DIS,ENTRIES_AGEN_DIS,VA_INS_AGEN_DIS,UCI_INS_AGEN_DIS,LCI_INS_AGEN_DIS,ENTRIES_TLEV_DIS,VA_INS_TLEV_DIS,UCI_INS_TLEV_DIS,LCI_INS_TLEV_DIS,ENTRIES_TECHCERT_DIS,VA_INS_TECHCERT_DIS,UCI_INS_TECHCERT_DIS,LCI_INS_TECHCERT_DIS,ENTRIES_ALEV_NOTDIS,VA_INS_ALEV_NOTDIS,UCI_INS_ALEV_NOTDIS,LCI_INS_ALEV_NOTDIS,ENTRIES_ACAD_NOTDIS,VA_INS_ACAD_NOTDIS,UCI_INS_ACAD_NOTDIS,LCI_INS_ACAD_NOTDIS,ENTRIES_AGEN_NOTDIS,VA_INS_AGEN_NOTDIS,UCI_INS_AGEN_NOTDIS,LCI_INS_AGEN_NOTDIS,ENTRIES_TLEV_NOTDIS,VA_INS_TLEV_NOTDIS,UCI_INS_TLEV_NOTDIS,LCI_INS_TLEV_NOTDIS,ENTRIES_TECHCERT_NOTDIS,VA_INS_TECHCERT_NOTDIS,UCI_INS_TECHCERT_NOTDIS,LCI_INS_TECHCERT_NOTDIS,TALLPUP_1618_24,TALLPUP_1618_23,TALLPUP_1618_22,TALLPUP_ALEV_1618_24,TALLPUP_ALEV_1618_23,TALLPUP_ALEV_1618_22,TALLPPE_ALEV_1618_24,TALLPPE_ALEV_1618_23,TALLPPE_ALEV_1618_22,TALLPPEGRD_ALEV_1618_24,TALLPPEGRD_ALEV_1618_23,TALLPPEGRD_ALEV_1618_22,TALLPUP_ACAD_1618_24,TALLPUP_ACAD_1618_23,TALLPUP_ACAD_1618_22,TALLPPE_ACAD_1618_24,TALLPPE_ACAD_1618_23,TALLPPE_ACAD_1618_22,TALLPPEGRD_ACAD_1618_24,TALLPPEGRD_ACAD_1618_23,TALLPPEGRD_ACAD_1618_22,TALLPUP_AGEN_24,TALLPUP_AGEN_23,TALLPUP_AGEN_22,TALLPPE_AGEN_24,TALLPPE_AGEN_23,TALLPPE_AGEN_22,TALLPPEGRD_AGEN_24,TALLPPEGRD_AGEN_23,TALLPPEGRD_AGEN_22,TALLPUP_TLEV_24,TALLPUP_TLEV_23,TALLPUP_TLEV_22,TALLPPE_TLEV_24,TALLPPE_TLEV_23,TALLPPE_TLEV_22,TALLPPEGRD_TLEV_24,TALLPPEGRD_TLEV_23,TALLPPEGRD_TLEV_22,TALLPUP_TECHCERT_24,TALLPUP_TECHCERT_23,TALLPUP_TECHCERT_22,TALLPPE_TECHCERT_24,TALLPPE_TECHCERT_23,TALLPPE_TECHCERT_22,TALLPPEGRD_TECHCERT_24,TALLPPEGRD_TECHCERT_23,TALLPPEGRD_TECHCERT_22,T_AIMS_CA_24,T_AIMS_CA_23,T_AIMS_CA_22,T_SCOPEEX_E_24,T_SCOPEEX_E_23,T_SCOPEEX_E_22,PROGEX_E_24,PROGEX_E_23,PROGEX_E_22,T_SCOPEEX_M_24,T_SCOPEEX_M_23,T_SCOPEEX_M_22,PROGEX_M_24,PROGEX_M_23,PROGEX_M_22,ENTRIES_ALEV_24,ENTRIES_ALEV_23,ENTRIES_ALEV_22,VA_INS_ALEV_24,VA_INS_ALEV_23,VA_INS_ALEV_22,PROGRESS_BAND_ALEV_24,UCI_INS_ALEV_24,UCI_INS_ALEV_23,UCI_INS_ALEV_22,LCI_INS_ALEV_24,LCI_INS_ALEV_23,LCI_INS_ALEV_22,ENTRIES_ACAD_24,ENTRIES_ACAD_23,ENTRIES_ACAD_22,VA_INS_ACAD_24,VA_INS_ACAD_23,VA_INS_ACAD_22,PROGRESS_BAND_ACAD_24,UCI_INS_ACAD_24,UCI_INS_ACAD_23,UCI_INS_ACAD_22,LCI_INS_ACAD_24,LCI_INS_ACAD_23,LCI_INS_ACAD_22,ENTRIES_AGEN_24,ENTRIES_AGEN_23,ENTRIES_AGEN_22,VA_INS_AGEN_24,VA_INS_AGEN_23,VA_INS_AGEN_22,PROGRESS_BAND_AGEN_24,UCI_INS_AGEN_24,UCI_INS_AGEN_23,UCI_INS_AGEN_22,LCI_INS_AGEN_24,LCI_INS_AGEN_23,LCI_INS_AGEN_22,T_INSCOPE_ALEV_RET_24,T_INSCOPE_ALEV_RET_23,T_INSCOPE_ALEV_RET_22,PT_RETAINED_ALEV_RET_24,PT_RETAINED_ALEV_RET_23,PT_RETAINED_ALEV_RET_22,T_INSCOPE_ACAD_RET_24,T_INSCOPE_ACAD_RET_23,T_INSCOPE_ACAD_RET_22,PT_RETAINED_ACAD_RET_24,PT_RETAINED_ACAD_RET_23,PT_RETAINED_ACAD_RET_22,T_INSCOPE_AGEN_RET_24,T_INSCOPE_AGEN_RET_23,T_INSCOPE_AGEN_RET_22,PT_RETAINED_AGEN_RET_24,PT_RETAINED_AGEN_RET_23,PT_RETAINED_AGEN_RET_22,T_INSCOPE_TLEV_RET_24,T_INSCOPE_TLEV_RET_23,T_INSCOPE_TLEV_RET_22,PT_RETAINED_TLEV_RET_24,PT_RETAINED_TLEV_RET_23,PT_RETAINED_TLEV_RET_22,T_INSCOPE_TECHCERT_RET_24,T_INSCOPE_TECHCERT_RET_23,T_INSCOPE_TECHCERT_RET_22,PT_RETAINED_TECHCERT_RET_24,PT_RETAINED_TECHCERT_RET_23,PT_RETAINED_TECHCERT_RET_22,TALLPUP_1618_DIS_24,TALLPUP_1618_DIS_23,TALLPUP_1618_DIS_22,TALLPUP_ALEV_1618_DIS_24,TALLPUP_ALEV_1618_DIS_23,TALLPUP_ALEV_1618_DIS_22,TALLPPE_ALEV_1618_DIS_24,TALLPPE_ALEV_1618_DIS_23,TALLPPE_ALEV_1618_DIS_22,TALLPPEGRD_ALEV_DIS_24,TALLPPEGRD_ALEV_DIS_23,TALLPPEGRD_ALEV_DIS_22,TALLPUP_ACAD_1618_DIS_24,TALLPUP_ACAD_1618_DIS_23,TALLPUP_ACAD_1618_DIS_22,TALLPPE_ACAD_1618_DIS_24,TALLPPE_ACAD_1618_DIS_23,TALLPPE_ACAD_1618_DIS_22,TALLPPEGRD_ACAD_DIS_24,TALLPPEGRD_ACAD_DIS_23,TALLPPEGRD_ACAD_DIS_22,TALLPUP_AGEN_DIS_24,TALLPUP_AGEN_DIS_23,TALLPUP_AGEN_DIS_22,TALLPPE_AGEN_DIS_24,TALLPPE_AGEN_DIS_23,TALLPPE_AGEN_DIS_22,TALLPPEGRD_AGEN_DIS_24,TALLPPEGRD_AGEN_DIS_23,TALLPPEGRD_AGEN_DIS_22,TALLPUP_TLEV_DIS_24,TALLPUP_TLEV_DIS_23,TALLPUP_TLEV_DIS_22,TALLPPE_TLEV_DIS_24,TALLPPE_TLEV_DIS_23,TALLPPE_TLEV_DIS_22,TALLPPEGRD_TLEV_DIS_24,TALLPPEGRD_TLEV_DIS_23,TALLPPEGRD_TLEV_DIS_22,TALLPUP_TECHCERT_DIS_24,TALLPUP_TECHCERT_DIS_23,TALLPUP_TECHCERT_DIS_22,TALLPPE_TECHCERT_DIS_24,TALLPPE_TECHCERT_DIS_23,TALLPPE_TECHCERT_DIS_22,TALLPPEGRD_TECHCERT_DIS_24,TALLPPEGRD_TECHCERT_DIS_23,TALLPPEGRD_TECHCERT_DIS_22,T_SCOPEEX_E_DIS_24,T_SCOPEEX_E_DIS_23,T_SCOPEEX_E_DIS_22,PROGEX_E_DIS_24,PROGEX_E_DIS_23,PROGEX_E_DIS_22,T_SCOPEEX_M_DIS_24,T_SCOPEEX_M_DIS_23,T_SCOPEEX_M_DIS_22,PROGEX_M_DIS_24,PROGEX_M_DIS_23,PROGEX_M_DIS_22,ENTRIES_ALEV_DIS_24,ENTRIES_ALEV_DIS_23,ENTRIES_ALEV_DIS_22,VA_INS_ALEV_DIS_24,VA_INS_ALEV_DIS_23,VA_INS_ALEV_DIS_22,UCI_INS_ALEV_DIS_24,UCI_INS_ALEV_DIS_23,UCI_INS_ALEV_DIS_22,LCI_INS_ALEV_DIS_24,LCI_INS_ALEV_DIS_23,LCI_INS_ALEV_DIS_22,ENTRIES_ACAD_DIS_24,ENTRIES_ACAD_DIS_23,ENTRIES_ACAD_DIS_22,VA_INS_ACAD_DIS_24,VA_INS_ACAD_DIS_23,VA_INS_ACAD_DIS_22,UCI_INS_ACAD_DIS_24,UCI_INS_ACAD_DIS_23,UCI_INS_ACAD_DIS_22,LCI_INS_ACAD_DIS_24,LCI_INS_ACAD_DIS_23,LCI_INS_ACAD_DIS_22,ENTRIES_AGEN_DIS_24,ENTRIES_AGEN_DIS_23,ENTRIES_AGEN_DIS_22,VA_INS_AGEN_DIS_24,VA_INS_AGEN_DIS_23,VA_INS_AGEN_DIS_22,UCI_INS_AGEN_DIS_24,UCI_INS_AGEN_DIS_23,UCI_INS_AGEN_DIS_22,LCI_INS_AGEN_DIS_24,LCI_INS_AGEN_DIS_23,LCI_INS_AGEN_DIS_22,T_INSCOPE_ALEV_RET_DIS_24,T_INSCOPE_ALEV_RET_DIS_23,T_INSCOPE_ALEV_RET_DIS_22,PT_RETAINED_ALEV_RET_DIS_24,PT_RETAINED_ALEV_RET_DIS_23,PT_RETAINED_ALEV_RET_DIS_22,T_INSCOPE_ACAD_RET_DIS_24,T_INSCOPE_ACAD_RET_DIS_23,T_INSCOPE_ACAD_RET_DIS_22,PT_RETAINED_ACAD_RET_DIS_24,PT_RETAINED_ACAD_RET_DIS_23,PT_RETAINED_ACAD_RET_DIS_22,T_INSCOPE_AGEN_RET_DIS_24,T_INSCOPE_AGEN_RET_DIS_23,T_INSCOPE_AGEN_RET_DIS_22,PT_RETAINED_AGEN_RET_DIS_24,PT_RETAINED_AGEN_RET_DIS_23,PT_RETAINED_AGEN_RET_DIS_22,T_INSCOPE_TLEV_RET_DIS_24,T_INSCOPE_TLEV_RET_DIS_23,T_INSCOPE_TLEV_RET_DIS_22,PT_RETAINED_TLEV_RET_DIS_24,PT_RETAINED_TLEV_RET_DIS_23,PT_RETAINED_TLEV_RET_DIS_22,T_INSCOPE_TECHCERT_RET_DIS_24,T_INSCOPE_TECHCERT_RET_DIS_23,T_INSCOPE_TECHCERT_RET_DIS_22,PT_RETAINED_TECHCERT_RET_DIS_24,PT_RETAINED_TECHCERT_RET_DIS_23,PT_RETAINED_TECHCERT_RET_DIS_22,TALLPUP_1618_NOTDIS_24,TALLPUP_1618_NOTDIS_23,TALLPUP_1618_NOTDIS_22,TALLPUP_ALEV_1618_NOTDIS_24,TALLPUP_ALEV_1618_NOTDIS_23,TALLPUP_ALEV_1618_NOTDIS_22,TALLPPE_ALEV_1618_NOTDIS_24,TALLPPE_ALEV_1618_NOTDIS_23,TALLPPE_ALEV_1618_NOTDIS_22,TALLPPEGRD_ALEV_NOTDIS_24,TALLPPEGRD_ALEV_NOTDIS_23,TALLPPEGRD_ALEV_NOTDIS_22,TALLPUP_ACAD_1618_NOTDIS_24,TALLPUP_ACAD_1618_NOTDIS_23,TALLPUP_ACAD_1618_NOTDIS_22,TALLPPE_ACAD_1618_NOTDIS_24,TALLPPE_ACAD_1618_NOTDIS_23,TALLPPE_ACAD_1618_NOTDIS_22,TALLPPEGRD_ACAD_NOTDIS_24,TALLPPEGRD_ACAD_NOTDIS_23,TALLPPEGRD_ACAD_NOTDIS_22,TALLPUP_AGEN_NOTDIS_24,TALLPUP_AGEN_NOTDIS_23,TALLPUP_AGEN_NOTDIS_22,TALLPPE_AGEN_NOTDIS_24,TALLPPE_AGEN_NOTDIS_23,TALLPPE_AGEN_NOTDIS_22,TALLPPEGRD_AGEN_NOTDIS_24,TALLPPEGRD_AGEN_NOTDIS_23,TALLPPEGRD_AGEN_NOTDIS_22,TALLPUP_TLEV_NOTDIS_24,TALLPUP_TLEV_NOTDIS_23,TALLPUP_TLEV_NOTDIS_22,TALLPPE_TLEV_NOTDIS_24,TALLPPE_TLEV_NOTDIS_23,TALLPPE_TLEV_NOTDIS_22,TALLPPEGRD_TLEV_NOTDIS_24,TALLPPEGRD_TLEV_NOTDIS_23,TALLPPEGRD_TLEV_NOTDIS_22,TALLPUP_TECHCERT_NOTDIS_24,TALLPUP_TECHCERT_NOTDIS_23,TALLPUP_TECHCERT_NOTDIS_22,TALLPPE_TECHCERT_NOTDIS_24,TALLPPE_TECHCERT_NOTDIS_23,TALLPPE_TECHCERT_NOTDIS_22,TALLPPEGRD_TECHCERT_NOTDIS_24,TALLPPEGRD_TECHCERT_NOTDIS_23,TALLPPEGRD_TECHCERT_NOTDIS_22,T_SCOPEEX_E_NOTDIS_24,T_SCOPEEX_E_NOTDIS_23,T_SCOPEEX_E_NOTDIS_22,PROGEX_E_NOTDIS_24,PROGEX_E_NOTDIS_23,PROGEX_E_NOTDIS_22,T_SCOPEEX_M_NOTDIS_24,T_SCOPEEX_M_NOTDIS_23,T_SCOPEEX_M_NOTDIS_22,PROGEX_M_NOTDIS_24,PROGEX_M_NOTDIS_23,PROGEX_M_NOTDIS_22,ENTRIES_ALEV_NOTDIS_24,ENTRIES_ALEV_NOTDIS_23,ENTRIES_ALEV_NOTDIS_22,VA_INS_ALEV_NOTDIS_24,VA_INS_ALEV_NOTDIS_23,VA_INS_ALEV_NOTDIS_22,UCI_INS_ALEV_NOTDIS_24,UCI_INS_ALEV_NOTDIS_23,UCI_INS_ALEV_NOTDIS_22,LCI_INS_ALEV_NOTDIS_24,LCI_INS_ALEV_NOTDIS_23,LCI_INS_ALEV_NOTDIS_22,ENTRIES_ACAD_NOTDIS_24,ENTRIES_ACAD_NOTDIS_23,ENTRIES_ACAD_NOTDIS_22,VA_INS_ACAD_NOTDIS_24,VA_INS_ACAD_NOTDIS_23,VA_INS_ACAD_NOTDIS_22,UCI_INS_ACAD_NOTDIS_24,UCI_INS_ACAD_NOTDIS_23,UCI_INS_ACAD_NOTDIS_22,LCI_INS_ACAD_NOTDIS_24,LCI_INS_ACAD_NOTDIS_23,LCI_INS_ACAD_NOTDIS_22,ENTRIES_AGEN_NOTDIS_24,ENTRIES_AGEN_NOTDIS_23,ENTRIES_AGEN_NOTDIS_22,VA_INS_AGEN_NOTDIS_24,VA_INS_AGEN_NOTDIS_23,VA_INS_AGEN_NOTDIS_22,UCI_INS_AGEN_NOTDIS_24,UCI_INS_AGEN_NOTDIS_23,UCI_INS_AGEN_NOTDIS_22,LCI_INS_AGEN_NOTDIS_24,LCI_INS_AGEN_NOTDIS_23,LCI_INS_AGEN_NOTDIS_22,T_INSCOPE_ALEV_RET_NOTDIS_24,T_INSCOPE_ALEV_RET_NOTDIS_23,T_INSCOPE_ALEV_RET_NOTDIS_22,PT_RETAINED_ALEV_RET_NOTDIS_24,PT_RETAINED_ALEV_RET_NOTDIS_23,PT_RETAINED_ALEV_RET_NOTDIS_22,T_INSCOPE_ACAD_RET_NOTDIS_24,T_INSCOPE_ACAD_RET_NOTDIS_23,T_INSCOPE_ACAD_RET_NOTDIS_22,PT_RETAINED_ACAD_RET_NOTDIS_24,PT_RETAINED_ACAD_RET_NOTDIS_23,PT_RETAINED_ACAD_RET_NOTDIS_22,T_INSCOPE_AGEN_RET_NOTDIS_24,T_INSCOPE_AGEN_RET_NOTDIS_23,T_INSCOPE_AGEN_RET_NOTDIS_22,PT_RETAINED_AGEN_RET_NOTDIS_24,PT_RETAINED_AGEN_RET_NOTDIS_23,PT_RETAINED_AGEN_RET_NOTDIS_22,T_INSCOPE_TLEV_RET_NOTDIS_24,T_INSCOPE_TLEV_RET_NOTDIS_23,T_INSCOPE_TLEV_RET_NOTDIS_22,PT_RETAINED_TLEV_RET_NOTDIS_24,PT_RETAINED_TLEV_RET_NOTDIS_23,PT_RETAINED_TLEV_RET_NOTDIS_22,T_INSCOPE_TECHCERT_RET_NOTDIS_24,T_INSCOPE_TECHCERT_RET_NOTDIS_23,T_INSCOPE_TECHCERT_RET_NOTDIS_22,PT_RETAINED_TECHCERT_RET_NOTDIS_24,PT_RETAINED_TECHCERT_RET_NOTDIS_23,PT_RETAINED_TECHCERT_RET_NOTDIS_22
1,31132,25,4,919,4096,139036,E14001496,South West Hertfordshire,,Kings Langley School,Love Lane,,,Kings Langley,WD4 9HN,01923264504,0,ACC,Does not apply,NSE,OTHER NON SEL,MIXED,0,Nov-18,0,,,R,,171,73,66,29.9,C,66,29.85,C,66,4.50%,66,29.81,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,1,SUPP,SUPP,66,33.30%,72,88.90%,88.90%,72,88.90%,72,88.90%,88.90%,72,88.90%,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE,NE,NE,198,-0.18,-0.04,-0.33,4,215,-0.22,-0.07,-0.36,4,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,9,-0.23,0.49,-0.95,10,-0.23,0.47,-0.93,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,189,-0.18,-0.03,-0.33,205,-0.22,-0.07,-0.36,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,76,86,74,65,83,71,30.61,31.43,37.06,C,C,B-,65,83,71,30.68,31.58,37.07,C,C,B-,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,,,,,197,,,-0.06,,,3,0.09,,,-0.2,,,203,,,-0.06,,,3,0.08,,,-0.21,,,NE,,,NE,,,,NE,,,NE,,,74,86,74,93.20%,96.50%,97.30%,74,86,74,93.20%,96.50%,97.30%,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,8,6,12,SUPP,6,11,SUPP,41.05,32.24,SUPP,B,C+,SUPP,6,11,SUPP,41.05,32.24,SUPP,B,C+,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,,15,,,0.54,,,1.09,,,-0.01,,,15,,,0.54,,,1.09,,,-0.01,,,NE,,,NE,,,NE,,,NE,,,8,6,12,75.00%,100.00%,100.00%,8,6,12,75.00%,100.00%,100.00%,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,68,78,62,SUPP,75,60,SUPP,30.57,37.96,SUPP,C,B-,SUPP,75,60,SUPP,30.75,37.94,SUPP,C,B-,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,,182,,,-0.11,,,0.04,,,-0.26,,,188,,,-0.11,,,0.04,,,-0.26,,,NE,,,NE,,,NE,,,NE,,,66,78,62,95.50%,96.20%,96.80%,66,78,62,95.50%,96.20%,96.80%,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
